instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10
instance_1842,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3465.76,50000.0,2706.48,50000.0
instance_1568,50000.0,1078.13,50000.0,50000.0,50000.0,1116.39,3584.41,3224.97,1404.2,3914.74
instance_368,367.024,334.228,254.404,196.892,347.016,277.676,552.196,535.864,945.084,239.072
instance_1975,161.636,222.592,91.504,77.076,147.764,86.384,143.16,69.248,293.076,115.592
instance_700,1198.35,50000.0,3597.26,1270.04,50000.0,727.788,0.012,580.772,50000.0,1358.16
instance_1338,246.452,122.028,59.752,331.264,126.924,30.904,63.588,20.76,95.604,63.168
instance_674,590.592,451.884,111.976,159.716,109.868,50000.0,86.364,292.336,117.316,172.672
instance_1614,46.468,41.192,9.892,25.484,9.144,62.476,9.448,31.78,52.628,15.36
instance_1805,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1491,570.452,444.712,87.48,94.216,37.448,72.648,124.136,231.94,82.528,81.016
instance_768,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1057,33.948,20.416,17.52,35.444,15.344,17.028,21.412,28.112,44.728,24.116
instance_1981,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_745,50000.0,1682.83,686.648,474.352,359.316,596.268,548.688,2616.75,724.616,676.984
instance_1482,50000.0,3930.04,50000.0,4261.95,1829.74,2951.38,1073.14,50000.0,495.268,50000.0
instance_1220,0.02,0.02,0.184,0.188,0.24,0.12,0.564,0.18,0.02,0.192
instance_1906,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,503.172
instance_676,2005.84,1308.47,342.048,508.996,268.46,50000.0,173.016,1451.49,241.124,392.312
instance_825,61.924,40.448,19.788,18.368,14.22,25.54,14.132,24.256,14.84,19.952
instance_1205,0.008,0.008,0.032,0.132,0.04,0.048,0.16,0.032,50000.0,0.032
instance_318,50000.0,832.296,417.056,3769.78,457.608,2615.05,402.84,2829.76,436.28,376.388
instance_694,50000.0,131.924,517.252,2590.93,389.688,66.636,73.5,2516.42,49.52,54.02
instance_1617,1.668,0.52,2.424,1.344,1.532,2.152,4.652,2.492,0.372,2.308
instance_340,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1615,3.836,0.692,1.612,1.548,1.744,2.236,8.136,1.624,0.488,1.636
instance_655,3485.83,460.024,91.408,171.008,72.0,50000.0,65.744,288.288,89.676,134.516
instance_1405,50000.0,50000.0,50000.0,1710.68,2690.77,50000.0,50000.0,1640.38,50000.0,3623.91
instance_911,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_311,50000.0,50000.0,50000.0,394.012,50000.0,50000.0,50000.0,750.636,50000.0,50000.0
instance_1062,4084.17,50000.0,7.028,11.012,50000.0,13.18,1704.89,4.956,50000.0,2.912
instance_1450,0.472,0.536,0.432,0.448,0.452,0.74,1.28,0.4,1.112,0.436
instance_752,1588.42,214.596,208.412,165.784,179.192,99.964,179.64,253.58,41.5,72.544
instance_1926,580.744,204.248,68.144,149.56,72.316,67.724,53.38,111.12,40.336,71.5
instance_1132,50000.0,494.304,452.228,50000.0,573.46,484.972,376.36,2633.92,246.096,367.076
instance_1435,1108.07,587.832,124.008,170.112,132.768,662.416,165.744,95.796,60.292,81.872
instance_1840,50000.0,50000.0,50000.0,50000.0,4173.41,50000.0,2173.42,50000.0,1506.16,50000.0
instance_872,183.888,9.456,35.08,33.344,11.68,20.72,16.576,86.948,1.98,13.112
instance_575,5.776,1.5,8.38,4.72,8.26,15.352,14.704,8.384,1.004,8.368
instance_661,1328.29,576.452,402.976,421.028,166.08,50000.0,98.888,905.096,95.736,475.792
instance_360,2347.17,50000.0,50000.0,50000.0,950.84,50000.0,50000.0,2821.04,50000.0,50000.0
instance_1289,0.004,0.004,0.012,0.016,0.02,0.024,0.088,0.012,50000.0,0.012
instance_487,618.376,374.812,386.504,221.676,359.444,434.312,517.408,339.38,1320.79,456.672
instance_149,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1454,1.112,0.648,7.068,1.04,0.824,4.32,2.796,6.112,6.764,5.952
instance_1863,870.276,235.768,445.364,218.036,295.484,686.684,330.988,415.448,430.264,242.316
instance_328,392.328,190.932,81.636,267.548,51.736,87.236,5.24,1344.08,2.896,94.848
instance_1281,0.004,0.004,0.012,0.012,0.016,0.02,0.048,0.012,50000.0,0.012
instance_1231,0.004,0.02,0.008,0.016,0.012,0.02,0.084,0.008,50000.0,0.008
instance_580,2.92,0.68,1.136,1.188,1.308,1.668,4.668,1.392,0.352,1.172
instance_1171,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_1490,289.456,259.016,26.564,144.628,51.784,156.44,20.38,74.68,130.58,96.216
instance_1159,30.388,5.312,14.68,29.388,6.732,101.168,39.396,28.768,91.264,64.16
instance_923,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1638,57.024,43.168,33.692,58.792,36.188,71.324,44.188,36.68,638.724,43.544
instance_1331,50000.0,50000.0,2622.9,4891.18,3234.99,1130.27,50000.0,50000.0,50000.0,2779.38
instance_1079,2489.98,78.304,5.672,5.736,7.388,20.988,54.032,6.52,88.2,5.832
instance_1795,1939.58,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,376.38,50000.0,3372.38
instance_1610,50000.0,50000.0,50000.0,2356.19,1290.98,4722.34,2018.89,4011.02,4087.61,3318.6
instance_1312,2.592,3.08,9.396,2.668,1.996,3.848,5.368,9.116,4.704,8.64
instance_1212,0.004,0.004,0.012,0.012,0.016,0.024,0.072,0.012,0.004,0.012
instance_1229,0.008,0.02,0.016,0.024,0.028,0.036,0.116,0.012,50000.0,0.012
instance_1203,0.004,0.004,0.008,0.008,0.012,0.02,0.052,0.008,50000.0,0.008
instance_238,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_751,4.552,5.364,2.448,8.548,5.536,6.932,7.808,2.58,7.024,2.592
instance_1621,1846.5,176.336,20.92,19.48,14.184,51.292,11.504,17.148,11.32,8.828
instance_941,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_520,20.608,20.392,10.332,9.212,9.272,20.816,11.18,16.468,36.516,11.396
instance_1110,50.016,29.244,89.16,3510.66,118.5,63.764,142.648,98.804,96.492,93.964
instance_438,68.796,59.132,48.468,48.18,41.828,63.82,50.872,41.708,1.776,46.936
instance_729,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_404,50000.0,1731.3,720.392,3115.76,565.0,1165.88,423.556,3413.5,409.66,955.312
instance_20,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_904,685.96,175.416,66.232,8.22,59.804,87.072,74.256,76.596,3.104,25.292
instance_279,50000.0,1251.64,1291.28,1845.23,763.256,3270.86,1318.88,838.94,927.984,1321.86
instance_478,1.012,0.944,0.68,1.184,0.872,2.38,1.328,1.128,1.808,0.92
instance_1387,2368.48,345.088,243.028,192.28,178.136,623.664,306.356,292.516,270.372,343.052
instance_1206,0.008,0.008,0.04,0.044,0.048,0.056,0.22,0.04,0.088,0.04
instance_40,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_576,2.984,1.16,1.288,1.056,2.144,1.528,7.264,0.996,0.54,1.1
instance_202,144.524,98.488,47.356,113.204,66.264,167.92,114.292,84.424,215.012,73.36
instance_1665,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_405,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2514.35,2649.37
instance_1492,647.144,448.544,100.296,88.348,40.712,104.468,116.048,262.716,87.824,78.172
instance_1015,244.304,130.46,67.724,92.02,61.496,90.032,56.348,149.432,47.664,81.644
instance_765,489.444,247.16,415.42,200.932,534.172,404.636,1222.16,493.748,2224.76,288.492
instance_888,974.728,421.848,190.552,19.124,73.8,115.904,152.884,21.704,7.508,22.96
instance_74,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1227,0.008,0.024,50000.0,0.024,0.016,0.044,0.112,0.012,50000.0,0.012
instance_1553,210.64,172.944,28.536,40.948,20.6,52.124,21.796,56.18,37.404,39.116
instance_1127,267.024,19.556,117.172,2545.27,62.032,58.476,57.972,2531.38,118.38,87.364
instance_451,68.98,71.824,46.692,29.9,49.068,58.52,75.224,40.628,188.808,69.36
instance_612,50000.0,535.092,2059.98,2584.72,440.716,785.06,556.188,3000.26,4958.1,1305.99
instance_135,71.312,31.432,32.74,21.328,41.584,39.436,48.804,23.064,85.244,39.54
instance_343,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_182,0.728,0.344,1.832,2.492,0.836,2.068,3.192,1.876,10.652,1.948
instance_987,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4958.95
instance_1189,0.008,0.008,0.028,0.028,0.036,0.044,0.2,0.028,50000.0,0.028
instance_1264,0.004,50000.0,0.008,0.008,0.012,0.02,0.08,0.008,0.004,0.008
instance_1954,576.508,381.012,53.46,87.608,42.492,50000.0,37.764,140.652,39.328,84.008
instance_260,817.948,244.152,235.592,241.256,67.54,466.048,228.764,108.856,4551.93,93.472
instance_425,50000.0,1367.2,1197.52,435.776,1542.6,633.944,1901.97,405.584,50000.0,673.672
instance_1934,38.648,25.356,7.112,15.052,6.084,20.132,7.008,14.612,10.456,10.904
instance_1012,2863.66,245.188,85.84,1957.88,108.192,454.264,62.388,2584.09,21.488,87.376
instance_1907,33.312,10.728,21.476,23.012,17.688,28.512,53.332,20.68,53.452,17.124
instance_305,2523.38,338.548,3276.81,1020.32,50000.0,494.576,50000.0,251.372,50000.0,1918.91
instance_154,50000.0,535.252,748.676,2621.57,397.536,1210.96,279.832,2657.8,50000.0,302.324
instance_93,1534.3,3982.44,2138.86,3453.9,3357.99,3198.07,2583.95,1768.62,1735.97,3067.97
instance_1337,96.052,24.56,34.176,52.964,122.492,143.016,31.156,28.252,132.9,18.536
instance_583,10.372,4.404,6.268,4.092,4.1,9.26,14.392,6.22,15.844,5.952
instance_545,50000.0,915.128,187.94,1300.61,165.616,161.776,297.724,629.976,109.008,195.388
instance_1361,1.524,2.556,0.784,0.852,0.756,1.72,4.86,0.776,0.508,0.788
instance_1418,267.028,172.996,77.636,65.104,34.276,94.124,34.872,125.012,58.66,45.988
instance_800,0.332,0.24,0.264,0.504,0.264,0.452,0.7,0.144,0.456,0.172
instance_1243,0.008,0.068,0.012,0.016,0.016,0.024,0.116,0.012,50000.0,0.012
instance_91,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1059,398.488,224.24,436.04,417.612,462.956,235.648,315.848,302.164,745.124,241.564
instance_718,50000.0,50000.0,2167.54,3299.96,1698.93,2236.42,817.856,3328.66,863.288,2166.98
instance_140,728.188,50000.0,50000.0,263.264,50000.0,50000.0,50000.0,202.612,50000.0,509.56
instance_1439,49.224,58.86,11.484,27.252,10.504,64.568,56.396,21.024,17.424,19.412
instance_1684,50000.0,50000.0,2412.23,50000.0,3530.65,2664.15,50000.0,2818.09,1396.43,1336.61
instance_1965,782.46,232.696,62.8,19.732,24.076,281.892,133.324,61.62,68.852,60.708
instance_1207,0.012,0.016,0.048,0.048,0.06,0.064,0.252,0.044,50000.0,0.048
instance_1514,2.104,10.064,7.18,5.648,4.636,20.876,9.24,7.58,21.46,5.836
instance_379,50000.0,564.6,184.904,3054.84,147.936,179.348,0.268,2541.96,227.096,165.584
instance_1183,0.012,0.02,0.06,0.068,0.08,0.068,0.252,0.06,0.14,0.06
instance_281,50000.0,803.208,512.264,1180.58,256.66,1841.33,754.564,615.636,50000.0,462.82
instance_1620,454.364,462.664,6.148,6.032,6.236,80.884,9.704,4.516,11.2,4.292
instance_1608,0.868,1.016,1.612,1.124,0.888,1.476,2.228,1.824,5.396,1.604
instance_805,3423.72,3603.3,706.508,1116.3,677.012,765.152,633.912,957.584,674.168,390.388
instance_1652,370.568,156.884,139.816,119.0,130.624,233.668,193.552,108.824,538.932,176.52
instance_1458,11.856,4.016,3.764,8.404,2.32,13.572,4.188,3.92,8.516,3.532
instance_155,50000.0,763.632,1261.95,2731.9,377.152,1959.59,325.044,3252.17,50000.0,411.244
instance_270,50000.0,453.54,554.88,3038.26,600.088,1761.22,542.792,2683.4,244.24,446.796
instance_431,255.856,624.204,290.708,79.932,1718.81,737.592,165.26,1527.96,1451.16,326.296
instance_1112,21.012,20.52,91.704,100.064,100.304,55.628,113.968,79.376,60.66,84.1
instance_1049,50000.0,1.768,50000.0,50000.0,50000.0,50000.0,2714.0,50000.0,50000.0,50000.0
instance_918,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1911,947.864,50000.0,1034.84,1384.31,805.8,3334.82,50000.0,312.964,50000.0,311.708
instance_699,50000.0,1419.91,1623.15,139.392,3288.02,1071.14,0.012,388.904,50000.0,418.508
instance_1298,0.008,0.008,0.036,0.036,0.044,0.04,50000.0,0.036,0.008,0.036
instance_392,50000.0,3252.93,1922.94,2291.9,2502.12,1488.12,2615.02,4004.2,3504.27,2437.08
instance_314,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_711,0.112,0.064,0.7,1.008,1.08,0.608,4.064,0.58,1.36,0.676
instance_60,36.46,1.34,2236.87,2047.86,2060.18,7.152,170.116,2221.18,30.012,2230.74
instance_1268,0.004,0.004,0.008,0.008,0.008,0.02,0.072,0.008,0.004,0.008
instance_811,686.22,529.7,53.104,128.556,49.872,133.684,168.308,79.184,99.012,59.172
instance_1847,743.636,601.964,235.712,612.832,448.076,549.524,733.712,256.508,294.664,145.112
instance_536,50000.0,554.42,84.988,192.656,260.656,126.804,211.528,72.116,1615.66,77.916
instance_1574,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1151,1.92,0.252,1.052,1.464,3.224,6.056,2.32,1.288,1.556,6.084
instance_617,1158.71,627.652,869.648,1146.81,762.128,2220.3,774.888,740.856,1536.41,1266.48
instance_148,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1446,90.084,26.388,14.068,22.436,16.9,14.172,162.78,47.948,12.824,16.116
instance_1050,257.4,154.228,584.972,613.12,574.744,223.804,241.624,297.868,1054.12,276.416
instance_878,163.968,37.284,27.688,112.532,37.46,58.392,45.484,265.448,32.588,26.028
instance_1793,50000.0,50000.0,423.34,50000.0,50000.0,50000.0,50000.0,379.78,50000.0,50000.0
instance_157,5.076,12.26,11.0,1.46,15.948,24.212,16.716,9.724,8.664,8.288
instance_145,50000.0,50000.0,3936.38,349.94,50000.0,2094.38,50000.0,209.716,50000.0,207.964
instance_1844,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4128.48,50000.0,2811.76,50000.0
instance_1697,50000.0,50000.0,74.036,756.332,485.812,4563.29,4019.74,72.5,51.16,50.688
instance_481,121.016,76.336,73.108,90.188,85.944,133.796,106.832,89.848,232.388,118.572
instance_477,1.004,0.932,0.696,1.376,0.704,2.58,0.54,1.096,1.668,1.04
instance_708,128.812,100.224,43.396,172.06,79.416,136.532,109.804,79.648,183.764,70.564
instance_492,448.816,244.288,202.004,217.432,219.732,315.544,359.708,207.04,1180.15,230.056
instance_1818,1167.11,1858.72,867.048,1622.8,777.696,870.436,1334.08,450.448,710.804,399.316
instance_427,50000.0,50000.0,50000.0,50000.0,50000.0,4993.89,50000.0,4989.75,50000.0,705.856
instance_1308,11.216,7.404,9.328,9.536,7.944,11.924,9.708,10.276,17.644,10.384
instance_772,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_977,126.012,97.372,50.22,2639.49,40.216,313.596,34.392,2536.68,24.74,51.828
instance_894,0.412,0.468,0.236,0.492,0.332,0.516,0.56,0.344,1.108,0.28
instance_508,0.168,0.396,0.096,0.14,0.128,0.404,0.476,0.088,0.664,0.148
instance_1182,0.004,0.004,0.02,0.02,0.02,0.04,0.124,0.02,0.004,0.02
instance_1241,0.148,0.172,0.06,0.112,0.064,0.136,1.604,0.116,50000.0,0.116
instance_1796,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_524,10.948,7.688,2.364,6.48,3.852,17.8,9.344,5.976,15.184,6.288
instance_378,50000.0,333.944,220.192,3187.26,146.728,196.48,0.268,2599.22,317.588,164.616
instance_960,134.02,13.696,15.544,3887.61,15.052,36.292,25.132,2527.07,16.02,46.832
instance_420,337.912,186.592,1670.84,281.208,505.312,387.408,374.92,312.0,50000.0,66.236
instance_902,0.376,0.292,0.172,0.536,0.236,0.54,0.424,0.26,2.676,0.212
instance_13,50000.0,2514.43,3552.5,3590.35,3631.34,4895.58,50000.0,2897.94,50000.0,3405.72
instance_1336,63.052,79.204,19.86,98.86,34.492,159.7,50.188,127.128,97.372,65.82
instance_267,17.988,12.968,7.628,16.072,4.692,23.964,7.76,17.476,8.596,12.728
instance_129,337.492,1179.04,244.6,283.58,1509.8,760.108,2006.4,141.36,50000.0,236.312
instance_1092,50000.0,50000.0,484.432,50000.0,50000.0,50000.0,50000.0,193.564,50000.0,900.364
instance_1105,75.464,146.5,128.392,2633.83,112.12,83.6,176.056,2578.74,316.056,98.98
instance_1624,1.196,0.868,1.552,1.444,1.62,1.416,3.744,1.536,0.516,1.596
instance_1914,81.16,38.4,9.456,14.68,6.392,21.516,9.756,13.244,18.82,8.928
instance_436,42.256,41.336,254.024,154.504,40.628,248.656,57.232,284.228,14.084,128.7
instance_1852,2816.4,1015.26,201.132,576.832,196.764,56.204,17.128,155.464,140.136,109.456
instance_341,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_954,131.42,5.88,29.78,2521.74,9.964,77.752,4.64,2490.0,13.548,21.496
instance_126,8.504,119.332,32.048,48.028,56.02,56.28,26.592,25.964,121.436,11.4
instance_293,6.148,101.648,95.764,28.368,119.348,75.768,52.852,20.288,3.796,72.328
instance_95,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_597,43.684,47.444,28.572,33.792,36.968,16.368,84.36,31.216,48.424,30.16
instance_804,30.764,15.108,9.552,13.704,8.672,18.124,5.784,16.716,6.888,13.468
instance_1843,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3557.77,50000.0,3226.18,50000.0
instance_189,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_855,28.0,30.3,29.98,44.7,40.236,34.836,41.228,27.236,34.384,29.18
instance_1109,28.336,13.504,103.884,101.4,106.328,15.648,131.432,88.068,72.788,93.608
instance_142,0.008,0.008,0.012,0.02,0.02,0.036,0.076,0.012,0.052,0.012
instance_505,0.144,0.248,0.088,0.244,0.176,0.668,0.628,0.488,0.66,0.104
instance_1029,81.964,71.892,15.628,62.524,14.02,26.54,14.284,34.844,41.376,18.544
instance_72,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_12,0.012,0.008,0.008,0.012,0.012,0.016,0.044,0.008,0.004,0.008
instance_268,50000.0,50000.0,3366.24,3287.2,1565.5,3225.78,1254.9,3527.92,2366.8,50000.0
instance_269,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3126.13,50000.0
instance_397,1243.4,345.504,433.816,789.596,329.028,741.408,49.704,850.716,412.012,682.6
instance_1991,36.596,6.832,380.824,372.648,367.14,13.0,33.256,382.352,30.64,378.112
instance_614,141.676,82.564,63.34,122.792,39.096,90.732,28.444,153.5,100.616,96.536
instance_1480,9.184,15.78,6.884,15.632,8.836,19.808,6.092,13.352,15.812,9.812
instance_1543,0.856,0.568,0.436,0.484,0.356,0.608,0.756,0.344,3.944,0.372
instance_1581,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1172,0.001,0.001,0.001,0.001,0.001,0.004,50000.0,0.001,0.001,0.001
instance_1440,85.896,20.464,15.48,34.096,13.18,18.336,157.184,13.24,16.412,9.372
instance_1545,439.856,131.184,155.84,2620.1,113.392,142.028,97.804,2575.3,99.22,207.72
instance_570,4.264,8.688,3.084,12.032,3.572,18.26,6.708,7.892,17.12,3.112
instance_1411,192.952,149.248,26.472,39.348,18.764,51.036,21.356,53.28,37.284,41.796
instance_558,494.68,582.568,1445.15,447.856,196.148,168.956,209.804,2961.03,103.988,634.256
instance_206,0.512,12.572,5.536,13.196,2.42,17.66,7.78,20.228,12.14,6.608
instance_1667,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_785,0.012,0.06,0.028,0.044,0.064,0.048,0.324,0.02,0.092,0.024
instance_1925,1052.54,2982.02,119.876,2624.19,1940.79,2226.31,117.2,989.16,3029.98,148.524
instance_1335,49.692,10.36,7.76,6.08,4.488,13.004,22.584,10.564,16.128,7.376
instance_1314,9.236,6.896,9.744,5.364,3.548,14.348,8.812,6.82,15.804,5.928
instance_1635,50000.0,1979.61,2975.72,3408.89,2718.08,3273.28,50000.0,3783.87,50000.0,2891.91
instance_797,287.744,31.528,54.888,3679.6,283.704,245.752,27.704,2506.89,50.812,413.396
instance_1586,750.504,50000.0,4855.1,237.46,50000.0,686.588,50000.0,605.26,50000.0,983.188
instance_673,104.324,70.324,37.96,30.068,15.84,50000.0,20.992,71.532,22.86,60.452
instance_933,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1381,17.272,126.08,117.58,288.42,223.064,204.42,17.552,52.748,408.78,108.88
instance_90,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1358,1.884,2.54,0.788,0.764,0.856,1.46,12.62,0.768,0.504,0.792
instance_1551,18.068,17.788,12.3,16.02,11.156,25.16,16.16,17.016,5.224,17.444
instance_940,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1355,1.46,1.068,0.44,0.4,0.392,2.3,2.652,0.428,0.224,0.448
instance_414,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_672,414.856,410.212,133.46,113.756,81.316,50000.0,69.252,263.72,107.96,125.7
instance_1181,0.004,0.004,0.016,0.016,0.02,0.036,0.108,0.016,50000.0,0.016
instance_808,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1465,41.74,65.772,16.796,28.996,11.156,66.588,22.804,14.58,30.472,22.0
instance_85,4963.66,50000.0,596.432,4999.63,50000.0,1097.12,1751.78,2661.79,992.236,330.58
instance_1923,974.512,785.16,306.172,386.752,322.928,211.34,216.644,366.052,259.836,272.784
instance_308,50000.0,3954.68,1361.83,710.296,50000.0,50000.0,50000.0,4851.56,50000.0,3741.65
instance_937,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1305,3703.35,50000.0,463.048,50000.0,2712.25,953.24,50000.0,1198.11,788.196,957.944
instance_262,50000.0,1609.08,50000.0,50000.0,50000.0,1130.56,50000.0,2413.97,50000.0,79.296
instance_1139,50000.0,675.932,825.76,50000.0,917.908,1270.71,777.66,2868.52,463.74,776.728
instance_767,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1782,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1071,50000.0,50000.0,360.12,50000.0,50000.0,50000.0,50000.0,1321.2,50000.0,1766.87
instance_1722,2436.5,957.668,1106.54,900.58,1021.0,1680.32,1807.08,861.58,50000.0,1201.47
instance_1020,51.096,33.368,17.58,23.012,18.844,27.6,13.68,22.612,15.192,19.836
instance_1100,107.836,29.18,139.568,2564.3,111.46,112.896,135.944,90.884,274.204,94.068
instance_195,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_534,60.372,0.96,50.56,26.044,53.828,27.968,1.016,105.528,1.444,159.76
instance_1209,0.001,0.004,0.004,0.004,0.008,0.016,50000.0,0.004,50000.0,0.004
instance_1572,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1443,180.732,103.556,31.024,45.032,30.612,120.908,165.404,65.364,29.616,34.96
instance_194,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3328.68
instance_868,104.616,5.308,13.716,15.268,6.74,17.872,7.02,95.512,6.756,14.716
instance_454,114.148,22.276,80.96,69.088,42.648,56.908,103.652,59.74,172.092,74.752
instance_410,50000.0,3508.13,2730.7,687.048,3146.91,2137.46,50000.0,708.292,50000.0,1489.23
instance_1455,0.16,0.24,0.196,0.216,0.24,0.48,0.776,0.176,1.06,0.204
instance_1075,1318.34,50.976,5.532,6.48,6.964,9.808,23.496,5.876,31.688,6.0
instance_688,50000.0,1379.04,783.24,3764.46,50000.0,722.968,708.468,2817.78,264.204,527.144
instance_1613,167.692,74.128,35.78,63.708,24.508,56.944,20.792,40.928,84.668,34.032
instance_1688,2144.69,1325.04,318.564,4340.69,179.58,1584.87,37.428,2652.22,5.688,138.196
instance_1376,0.156,0.124,0.176,0.132,0.132,0.172,0.076,0.172,0.132,0.176
instance_1788,50000.0,1937.07,1118.92,1209.52,2005.38,1278.69,1592.98,982.512,1609.22,678.312
instance_1154,7.692,1.16,1.908,0.116,0.38,6.616,2.212,3.948,50000.0,8.768
instance_376,1300.45,1502.89,1269.86,1625.29,1539.75,1701.98,1586.33,2374.52,1463.16,1014.68
instance_1542,33.508,40.368,9.752,17.904,11.152,35.208,16.936,19.296,30.688,13.932
instance_1868,50000.0,3620.12,1378.14,50000.0,458.704,3684.0,0.376,2717.1,1059.0,669.156
instance_1661,1634.61,677.172,833.904,2024.26,688.576,1643.8,50000.0,2133.85,1031.86,1656.92
instance_1250,0.48,0.112,0.18,0.488,0.076,1.468,0.796,0.164,0.428,0.164
instance_1332,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1000,21.94,13.628,9.66,10.34,6.068,16.572,7.212,13.732,6.784,10.892
instance_1794,334.104,50000.0,50000.0,50000.0,50000.0,1464.36,50000.0,50000.0,50000.0,1308.41
instance_106,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_601,88.448,71.272,76.028,202.448,187.268,438.376,1041.81,223.176,524.268,86.124
instance_713,17.816,133.952,90.792,15.952,18.124,13.432,114.624,76.716,107.74,71.64
instance_758,50000.0,1169.68,1995.47,1161.54,923.3,525.628,1074.95,1235.02,645.588,859.416
