instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_230,480.0,2688.0,432.0,2640.0,0.4444,0.0728,0.6544,1.8396,4.1488,0.0,4.0,4.3948,0.1332,3.8152,0.074,0.6668,2.1124,0.0,3.2484,3.2484,0.1332,0.0,0.1332,0.1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,1.4236,0.012,0.0668,7.6852,2.5696,0.284,0.924,0.182,0.394,0.2376,3.7796,0.1272,1.1456,3.394,0.5784,1.5176,0.0992,0.7432,6.2912,12.0,0.0,12.0,12.0,0.0,19308.0,0.0304,19116.0,19476.0,19476.0,19116.0,19472.0,19188.0,19288.0,118.912,0.0776,116.236,122.092,122.092,116.236,120.776,116.492,118.956,3.2556,0.0608,3.1104,3.3036,3.3032,3.2164,3.2968,3.224,3.2616,0.774,0.1916,0.7392,0.8792,0.8036,0.7392,0.8024,0.74,0.77,8.238,0.4636,169.728,0.488,168.0,144.0,196.0,11.8672,0.4424,3.9816,0.0204,8.0,0.0,169.932,0.4912,168.0,144.0,196.0,12.0148,0.4116,3.98,0.0208,3.4808,3.6116
instance_860,300.0,26700.0,300.0,26700.0,0.0,0.0,0.0448,1.2388,2.7292,0.5716,4.0,3.98,0.3732,0.0,0.3732,0.3732,0.0,0.0,0.0,0.0,0.3732,0.1604,0.33,0.4028,15.476,0.1284,0.0928,0.0,0.3588,8.1668,0.0224,0.6916,0.0148,0.0304,12.2236,0.238,0.0444,0.0,0.0444,0.0444,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17628.8,0.0668,17304.0,17988.0,17988.0,17304.0,17936.0,17304.0,17612.0,108.228,0.0388,107.152,109.952,109.952,107.152,108.908,107.404,107.72,0.2604,2.7992,0.0,0.7032,0.5384,0.0408,0.3928,0.106,0.2204,0.0004,1.7504,0.0,0.0008,0.0004,0.0,0.0004,0.0,0.0004,38.1388,0.9968,51.58,0.8076,52.0,40.0,64.0,8.1916,1.2224,3.5316,0.3928,36.5292,1.1068,51.692,0.8088,52.0,40.0,64.0,7.168,1.624,3.498,0.3892,2.7032,3.0124
instance_481,752000.0,3500000.0,53292.0,2100000.0,52.344,2.664,0.1016,1.0032,5.8,0.0,4.0,6.6184,0.002,10.572,0.0008,0.1776,7.09,0.0,2.574,2.9268,0.002,7.8632,0.0,0.0252,22.7932,1.6252,1.2356,0.0,3.9636,17.0208,0.0012,10.6824,0.0,0.0236,17.4072,3.1204,0.0016,6.7764,0.0,0.0164,,,,,,,,,,,72.26,0.168,68.0,76.0,4.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7208,1.9048,0.0,4.0,3.908,0.526,3.7912,1.6776,3.3412,0.6048,4.4444,0.0,2.0,1.796,0.0012,1.1548,0.054,0.2752,1828.0,5.4912,13041.2,2.6672,17312.0,0.0,17504.0,37.7768,3.2304,3.9724,0.0596,3620.56,0.9232,17495.6,0.0352,17444.0,17332.0,17660.0,32.1012,2.9056,3.98,0.0088,1.3336,3.358
instance_1559,275308.0,896000.0,112928.0,648000.0,5.7516,1.5488,0.698,1.6376,1.8164,0.0,4.0,4.23,0.0004,0.71,0.0004,0.0012,3.5248,0.0,0.246,2.22,0.0004,2.3444,0.0,0.0028,9.4048,0.0996,0.1676,0.0,2.6668,4.2084,0.0004,2.1428,0.0,0.0016,8.1432,2.0488,0.0,1.8264,0.0,0.0012,0.0008,1.8332,0.0,0.0032,15.0068,1.2024,0.702,0.23,2.5524,11.7912,87.832,0.4728,60.0,100.0,6.102,1930.0,0.1864,1840.0,2020.0,2020.0,1840.0,2020.0,1840.0,2020.0,74.492,1.2264,51.652,97.332,97.332,51.652,97.332,51.652,97.332,0.3936,6.3736,0.0,2.9836,1.572,0.0,0.4136,0.0056,0.0576,0.1248,2.5108,0.0,0.926,0.2296,0.0016,0.1592,0.0908,0.1172,6228.0,0.0,22188.0,0.0,22188.0,22188.0,22188.0,1.962,0.0,3.2956,0.0,16953.2,5.2892,19009.6,1.764,22164.0,0.0,22252.0,0.5684,1.8288,2.9376,1.764,0.114,0.3
instance_710,1104.0,6648.0,1104.0,6648.0,0.0,0.0,0.6644,4.0,0.0,4.0,4.0,0.0,0.0552,6.1868,0.0288,0.3332,1.1788,0.0,3.6536,3.6536,0.0552,0.0,0.0552,0.0552,0.0,0.174,0.0,0.174,0.174,0.0,0.0264,0.0,0.0264,0.0264,0.0,3.6536,0.3788,0.1044,0.366,0.3924,0.1056,5.8776,0.0576,0.6088,1.1788,0.2952,1.1004,0.0316,0.32,1.1788,12.0,0.0,12.0,12.0,0.0,19358.0,0.0376,19176.0,19540.0,19540.0,19176.0,19540.0,19176.0,19540.0,418.6,0.1348,404.48,432.72,432.72,404.48,432.72,404.48,432.72,3.3592,0.0,3.3588,3.3596,3.3592,3.3588,3.3592,3.3592,3.3592,0.89,0.0004,0.89,0.8904,0.8904,0.89,0.8904,0.89,0.89,4.9612,3.0832,444.28,0.3044,444.0,400.0,488.0,10.9276,0.5204,3.96,0.0184,1.3024,6.4324,445.2,0.3032,444.0,404.0,488.0,8.3836,1.0012,3.9504,0.0164,3.6504,3.7344
instance_803,924.0,114952.0,924.0,114952.0,0.0,0.0,0.032,4.0,0.0,4.0,4.0,0.0,0.078,4.5604,0.0348,0.3808,1.1976,0.0,0.0108,3.68,0.078,0.9964,0.0348,0.104,20.4728,1.014,0.626,0.5112,3.3624,13.3508,0.0304,1.4388,0.0028,0.044,19.3116,0.32,0.032,0.0076,0.0316,0.032,,,,,,,,,,,8.4172,0.5812,8.0,12.0,1.338,12514.8,0.1804,11792.0,13168.0,13168.0,11792.0,13168.0,11792.0,12584.0,220.396,0.384,190.508,236.46,236.46,190.508,236.46,190.508,234.216,2.846,0.382,2.584,3.9296,3.1196,2.6248,2.9112,2.6648,2.7724,0.0,9.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.384,3.0372,367.576,0.388,368.0,328.0,408.0,102.408,0.8672,3.9824,0.0156,79.496,0.9756,370.112,0.3584,368.0,328.0,412.0,116.816,0.8588,3.9904,0.0072,2.8236,3.324
instance_1462,28000.0,117600.0,27372.0,116928.0,0.0916,0.0228,0.9364,1.9828,2.3448,0.0,4.0,2.7996,0.0016,0.242,0.0016,0.0028,0.5816,0.0,0.0,3.8728,0.0016,1.1448,0.0004,0.0044,10.8116,0.9096,0.6832,0.0,4.0,13.4352,0.0008,1.6044,0.0,0.0024,9.3,1.9584,0.0036,1.1544,0.0004,0.0092,0.0028,0.962,0.0008,0.006,11.7908,0.4108,0.9628,0.1776,1.1556,8.96,20.0036,0.0248,20.0,24.0,0.0304,120.384,1.2204,64.0,240.0,168.0,80.0,136.0,96.0,116.0,191.98,0.526,136.644,268.18,225.956,162.88,209.392,174.58,187.828,1.572,2.3288,0.0,4.0,2.8252,0.33,2.2732,0.8068,1.5544,0.3684,2.6264,0.012,2.6152,0.6972,0.1104,0.5008,0.188,0.3144,995.76,4.6496,5806.8,0.7004,6000.0,5792.0,6112.0,2.7556,2.4224,3.5336,1.0012,657.16,7.556,5822.4,0.6368,5964.0,5812.0,6096.0,0.614,12.7804,3.4688,1.2076,0.9692,1.3328
instance_1548,16000.0,67200.0,15644.0,66784.0,0.0912,0.0248,0.9372,1.9948,2.344,0.0,4.0,2.8276,0.0032,0.2456,0.0032,0.0052,0.5848,0.0,0.0,3.8732,0.0032,1.156,0.0008,0.01,10.7692,0.902,0.6856,0.0,4.0,13.4532,0.0016,1.5672,0.0,0.0044,9.2312,1.9752,0.0064,1.1676,0.0016,0.02,0.0048,0.9724,0.0016,0.012,11.8008,0.4128,0.9732,0.1632,1.1428,8.9888,19.9936,0.0324,16.0,20.0,0.0484,236.96,1.256,136.0,632.0,308.0,172.0,252.0,192.0,220.0,158.932,0.3824,114.428,201.216,178.064,138.784,169.752,149.0,159.46,1.5564,2.3352,0.0004,4.0,2.7968,0.3552,2.2684,0.8028,1.5176,0.3652,2.6212,0.0208,2.3132,0.6884,0.1108,0.4908,0.1852,0.3128,461.36,0.5592,3420.8,0.104,3420.0,3320.0,3528.0,2.5344,0.7368,3.3832,0.052,300.26,0.576,3415.72,0.1008,3412.0,3312.0,3520.0,0.4316,1.112,3.3176,0.0468,1.0188,1.4508
instance_1436,275392.0,964000.0,94792.0,568000.0,7.6208,2.7796,0.6656,1.4296,4.1104,0.0,4.0,6.9504,0.0004,2.2024,0.0004,0.0032,5.9424,0.0,2.0452,2.6068,0.0004,3.3944,0.0,0.0048,12.89,0.63,0.614,0.0,3.6096,11.9984,0.0004,3.528,0.0,0.002,10.9004,2.4716,0.0008,3.01,0.0,0.0044,0.0012,3.6324,0.0,0.01,17.928,0.6616,2.4184,0.062,2.1332,13.6556,293.148,0.7328,204.0,404.0,15.5484,1505.68,1.392,596.0,2872.0,2296.0,900.0,1708.0,1084.0,1532.0,44.028,0.5976,32.8184,56.392,53.18,35.422,48.876,37.8268,44.948,2.282,1.9576,0.0096,3.9316,3.582,0.5296,3.3104,1.3652,2.3868,0.2464,4.8004,0.0,1.816,0.6904,0.0048,0.3324,0.0304,0.1228,1786.68,2.5272,27517.2,0.0348,27528.0,27272.0,27528.0,2.9516,1.9072,3.7148,0.0408,4045.6,0.0972,27408.0,0.0348,27412.0,26968.0,27636.0,1.5968,1.0484,3.8112,0.0064,0.2836,0.9236
instance_1311,11060.0,72184.0,10628.0,64144.0,0.1624,0.5012,0.6628,1.2792,3.4548,0.0,4.0,10.3284,0.0108,1.5204,0.0032,0.0196,8.4776,0.0,0.296,0.3728,0.0108,4.9564,0.0004,0.084,13.4312,2.4064,0.5944,0.0,4.0,10.9716,0.0008,9.9788,0.0,0.016,6.7364,0.5284,0.0124,5.5576,0.0004,0.0852,,,,,,,,,,,19.494,0.2948,16.0,24.0,1.7932,6576.4,0.764,3604.0,8144.0,7672.0,4488.0,7376.0,6168.0,7220.0,66.956,0.352,55.76,80.092,75.068,60.256,71.34,63.416,66.196,2.9256,0.8276,0.0,4.0,3.4184,2.4,3.3148,2.6648,3.0624,1.7732,1.2856,0.0004,3.9996,1.9988,0.5916,1.996,1.9008,1.9832,156.748,0.8264,524.56,0.2804,524.0,476.0,572.0,2.6812,1.804,3.5156,0.1144,201.168,0.6904,525.4,0.3792,528.0,476.0,576.0,0.3612,10.1872,3.612,0.1568,0.946,1.844
instance_935,4532.0,224840.0,4276.0,198696.0,0.2396,0.5264,0.086,1.3264,3.3572,0.0,4.0,6.2816,0.0248,1.4396,0.0076,0.0824,2.8604,0.0,0.5576,0.5584,0.0248,6.636,0.0004,0.1804,14.5724,3.0808,0.856,0.0,3.9532,10.9512,0.002,7.3596,0.0,0.0332,11.8796,0.6212,0.0088,4.16,0.0008,0.0412,,,,,,,,,,,15.7116,0.2636,12.0,16.0,1.0364,4563.6,1.6392,1588.0,7464.0,7464.0,1588.0,6024.0,3032.0,4268.0,172.628,0.8432,120.292,245.332,245.332,120.292,190.156,156.032,177.544,3.3956,0.8352,0.0,3.9808,3.9804,2.6668,3.9804,3.2,3.5,1.0404,3.8316,0.0,2.0,2.0,0.0,2.0,0.0,1.9792,69.5,33.3632,861.2,0.3568,868.0,800.0,916.0,21.7744,1.0564,3.9056,0.2908,94.708,1.512,862.48,0.336,868.0,804.0,924.0,9.2176,2.218,3.9596,0.0224,2.3444,3.9508
instance_495,524000.0,8480000.0,359024.0,5000000.0,1.8596,2.7836,0.2872,2.6924,2.734,0.0,4.0,3.4364,0.0,5.1452,0.0,0.0024,1.0392,0.0,3.8348,3.8584,0.0,3.744,0.0,0.0008,7.18,1.2996,1.0168,0.0,3.6364,7.1524,0.0,4.6944,0.0,0.0008,7.0504,3.8348,0.0004,1.5784,0.0,0.0008,,,,,,,,,,,248.0,0.0,248.0,248.0,0.0,26.6668,1.414,20.0,40.0,40.0,20.0,40.0,20.0,20.0,1838.28,0.5216,1529.2,2113.6,2113.6,1529.2,2113.6,1529.2,1872.0,3.5536,0.686,0.0068,3.996,3.9296,3.1756,3.8272,3.542,3.7316,0.0044,20.6372,0.0,0.742,0.0052,0.0,0.0,0.0,0.0,644000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.464,0.0,8.4208,0.0,201988.0,5.6468,88776.0,5.6568,88776.0,0.0,0.0,28.7564,3.1712,4.9976,1.1504,1.872,3.0856
instance_277,2000.0,8500.0,1952.0,8452.0,0.0984,0.0228,0.9236,1.9244,2.3428,0.0,4.0,2.812,0.0248,0.2716,0.0244,0.0408,0.6532,0.0,0.0,3.858,0.0248,1.19,0.0096,0.0588,10.8648,0.8564,0.6504,0.0,4.0,13.046,0.0124,1.6356,0.0,0.032,9.4404,2.0256,0.0492,1.1624,0.0188,0.1156,0.0384,0.982,0.0152,0.0776,11.9484,0.4248,0.99,0.1996,0.8888,9.2036,16.0,0.0,16.0,16.0,0.0,15466.0,0.084,15096.0,15940.0,15940.0,15096.0,15936.0,15172.0,15560.0,111.716,0.2324,102.748,121.92,121.92,102.748,120.88,106.78,112.776,1.5216,2.308,0.0056,4.0,2.7072,0.3536,2.154,0.8128,1.4912,0.3392,2.7576,0.01,1.1664,0.6856,0.094,0.462,0.1596,0.2816,82.72,0.9232,427.32,0.282,428.0,388.0,468.0,3.7132,0.7984,3.4152,0.1436,66.216,0.9332,428.16,0.2936,428.0,392.0,468.0,1.326,1.5112,3.3644,0.1456,1.2584,2.1836
instance_1299,3780.0,245636.0,3600.0,241856.0,0.2,0.0624,0.0596,3.9748,0.096,3.2,4.0,0.996,0.0148,5.9128,0.0088,0.1732,1.068,0.0,3.7288,3.7288,0.0148,0.6232,0.01,0.0204,19.2276,0.6756,0.168,0.2804,1.2356,11.3112,0.0084,0.606,0.0052,0.0116,17.1052,3.7288,0.0192,0.7012,0.0112,0.0296,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,2407.76,3.9032,584.0,10160.0,4916.0,928.0,2704.0,1196.0,1664.0,247.464,0.7712,194.352,367.88,326.152,201.948,275.896,216.352,235.204,3.2196,0.0744,3.0756,3.418,3.2988,3.1436,3.26,3.1784,3.2172,0.0,18.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.888,0.7888,1640.36,0.1528,1640.0,1568.0,1720.0,110.248,0.4676,3.9948,0.0016,111.42,0.5944,1634.84,0.1496,1636.0,1560.0,1716.0,128.112,0.4236,3.9984,0.0012,3.2704,3.6976
instance_799,440.0,9372.0,440.0,9372.0,0.0,0.0,0.1876,1.4964,2.5908,0.8,4.0,3.3092,0.182,0.0,0.182,0.182,0.0,0.0,0.0,0.0,0.182,0.3808,0.1452,0.2252,14.1404,0.3272,0.268,0.0,1.2076,11.7184,0.0348,0.862,0.0188,0.058,11.1444,0.7684,0.1824,0.064,0.1724,0.186,0.4372,0.246,0.3516,0.5208,16.6072,0.4276,0.2264,0.342,0.5176,4.0468,11.3028,0.5372,8.0,12.0,1.8508,17019.2,0.0456,16832.0,17436.0,17436.0,16832.0,17144.0,16872.0,16952.0,99.784,0.1076,96.104,105.688,105.688,96.104,101.536,98.504,99.58,0.6688,2.9996,0.0052,2.084,1.4772,0.0716,0.974,0.2748,0.5752,0.0076,2.5272,0.0012,0.0232,0.0152,0.0028,0.0108,0.004,0.0064,38.3432,1.1416,88.108,0.648,88.0,72.0,108.0,6.2552,1.0256,3.4844,0.3132,34.7316,1.1872,87.824,0.6372,88.0,72.0,104.0,4.5936,1.708,3.4328,0.308,2.2312,2.8016
instance_826,240.0,21360.0,240.0,21360.0,0.0,0.0,0.0448,1.2536,2.7248,0.5716,4.0,4.0236,0.4668,0.0,0.4668,0.4668,0.0,0.0,0.0,0.0,0.4668,0.132,0.4276,0.5056,14.2972,0.1224,0.0884,0.0064,0.3576,7.9908,0.0292,0.6616,0.0164,0.0436,11.6588,0.25,0.044,0.0,0.044,0.044,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17980.0,0.046,17756.0,18412.0,18412.0,17756.0,17996.0,17856.0,17948.0,91.508,0.0556,89.94,93.972,93.972,89.94,92.012,90.628,91.276,0.2476,2.7876,0.0136,0.6936,0.5228,0.0572,0.3912,0.1176,0.1864,0.0004,1.2996,0.0,0.0004,0.0004,0.0,0.0004,0.0,0.0004,31.6712,1.0912,41.804,0.8744,40.0,32.0,52.0,8.4864,1.2952,3.5384,0.432,29.8264,1.1172,41.94,0.8616,40.0,32.0,52.0,7.4332,1.6744,3.4896,0.428,2.7612,3.0628
instance_267,4796.0,44632.0,4220.0,40348.0,0.546,0.4248,0.4184,1.1784,2.7272,0.0,4.0,4.9508,0.0168,0.9464,0.0076,0.0188,3.0608,0.0,0.416,0.8808,0.0168,7.3316,0.004,0.18,5.5724,0.212,0.364,0.0,2.3576,4.476,0.0056,7.6424,0.0012,0.0648,5.072,1.4304,0.0048,6.2436,0.0024,0.0464,,,,,,,,,,,15.8256,0.2064,12.0,16.0,0.7176,13663.2,0.542,10792.0,15852.0,15852.0,10792.0,15504.0,12956.0,13212.0,139.8,0.3284,118.148,150.228,150.228,118.148,148.564,140.176,141.88,2.216,2.4636,0.0136,3.636,3.5832,0.6252,3.5788,0.6848,2.8732,0.2064,2.536,0.0,0.4304,0.364,0.0956,0.3616,0.0972,0.112,264.28,1.1784,763.48,0.2928,764.0,716.0,816.0,3.2508,1.3588,3.3272,0.4316,286.72,0.8004,764.64,0.292,772.0,720.0,816.0,1.7268,2.2716,3.3492,0.2752,0.6032,2.3196
instance_862,260.0,23140.0,260.0,23140.0,0.0,0.0,0.0448,1.2572,2.708,0.5716,4.0,4.0256,0.4308,0.0,0.4308,0.4308,0.0,0.0,0.0,0.0,0.4308,0.148,0.3804,0.4572,14.6388,0.13,0.0852,0.0,0.4484,7.8248,0.0268,0.5876,0.0172,0.0344,11.6968,0.2488,0.0444,0.0,0.0444,0.0444,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17837.2,0.0572,17568.0,18316.0,18316.0,17568.0,18012.0,17652.0,17772.0,96.7,0.0492,94.944,98.86,98.86,94.944,97.172,96.112,96.84,0.2632,2.516,0.002,0.8416,0.4612,0.072,0.3592,0.1316,0.2616,0.0004,1.7612,0.0,0.0008,0.0004,0.0,0.0004,0.0,0.0004,33.966,1.0876,44.972,0.8408,44.0,32.0,56.0,8.3796,1.2368,3.5372,0.4152,31.988,1.1512,45.188,0.8552,44.0,32.0,56.0,7.4508,1.6548,3.5036,0.4152,2.7428,3.0716
instance_1541,568000.0,2516000.0,148580.0,836000.0,11.2764,8.0748,0.7124,1.4352,4.3304,0.0,4.0,5.3512,0.0004,1.6256,0.0004,0.0012,3.8476,0.0,2.5324,3.6644,0.0004,1.6164,0.0,0.0008,10.816,0.9952,0.6248,0.0,2.9332,12.4212,0.0,1.6488,0.0,0.0004,9.9384,3.0876,0.0004,1.7272,0.0,0.0008,0.0004,2.1732,0.0,0.0016,13.5684,0.6464,2.3864,0.0992,2.4444,12.8792,54.324,0.1452,52.0,56.0,2.7204,184.0,0.6088,156.0,212.0,212.0,156.0,212.0,156.0,212.0,14.1112,0.8552,11.0944,17.1284,17.1284,11.0944,17.1284,11.0944,17.1284,2.1448,2.2088,0.0,3.9388,3.3948,0.2132,3.1572,1.04,2.6168,0.058,3.5372,0.0,0.8624,0.122,0.0004,0.098,0.0064,0.0516,80848.0,5.6344,24160.0,5.6568,24160.0,0.0,0.0,1.2596,5.6568,1.7404,5.6568,6372.0,4.9244,48072.0,0.0344,47864.0,47652.0,48444.0,3.5604,4.8612,3.6184,0.21,0.9344,3.0056
instance_559,360.0,7668.0,360.0,7668.0,0.0,0.0,0.1876,1.536,2.55,0.8,4.0,3.3824,0.2224,0.0,0.2224,0.2224,0.0,0.0,0.0,0.0,0.2224,0.3712,0.1692,0.2964,13.3652,0.3224,0.2596,0.0,1.0,11.6784,0.0432,0.914,0.0168,0.0668,10.9664,0.7784,0.1848,0.034,0.1772,0.1856,0.53,0.2456,0.436,0.6512,16.5344,0.5128,0.2056,0.432,0.6192,4.3656,9.6628,0.816,8.0,12.0,2.7156,17344.0,0.0748,17040.0,18024.0,18024.0,17040.0,17724.0,17144.0,17224.0,86.892,0.1252,83.504,92.476,92.476,83.504,88.148,84.32,87.348,0.664,2.9608,0.0004,1.8268,1.342,0.0688,1.0624,0.2484,0.6908,0.0076,2.8292,0.0008,0.0284,0.0148,0.0032,0.0088,0.004,0.006,32.134,1.242,72.824,0.7036,72.0,56.0,88.0,6.5416,1.054,3.5004,0.3388,28.5036,1.2964,72.96,0.6928,72.0,56.0,88.0,4.9264,1.7064,3.4432,0.3356,2.2968,2.8328
instance_1030,640.0,54400.0,640.0,54400.0,0.0,0.0,0.0472,1.2424,2.7292,0.5716,4.0,3.992,0.1748,0.0,0.1748,0.1748,0.0,0.0,0.0,0.0,0.1748,0.1676,0.1588,0.1992,16.5112,0.1256,0.0932,0.0,0.4132,8.2408,0.0108,0.6612,0.0064,0.016,12.3128,0.2484,0.0468,0.0,0.0468,0.0468,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,16636.0,0.1584,16012.0,17580.0,17580.0,16012.0,17580.0,16028.0,16924.0,193.132,0.072,188.124,196.532,196.532,188.124,196.532,191.648,196.228,0.2564,2.8692,0.0012,0.8088,0.55,0.0468,0.3572,0.1084,0.2236,0.0004,1.5912,0.0,0.0008,0.0008,0.0004,0.0004,0.0004,0.0004,60.072,0.8236,106.472,0.6008,104.0,88.0,128.0,6.7,1.0272,3.4788,0.2632,60.416,0.8652,106.116,0.594,104.0,84.0,128.0,5.4776,1.7256,3.476,0.268,2.5324,3.0292
instance_922,2500.0,307100.0,2500.0,307100.0,0.0,0.0,0.0324,2.3756,2.194,0.0,4.0,2.7064,0.0168,1.146,0.0128,0.16,2.6984,0.0,1.5668,3.9972,0.0168,0.0216,0.0164,0.0168,2.9808,2.094,0.008,2.0688,2.134,0.134,0.0168,0.0216,0.0164,0.0168,2.9808,3.9972,0.0092,0.3384,0.0048,0.0096,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,10654.8,1.5548,6524.0,16316.0,16316.0,6524.0,16316.0,6524.0,9124.0,145.768,0.1948,139.148,155.612,155.612,139.148,155.612,139.148,142.54,2.7716,0.012,2.7428,2.8112,2.7908,2.7568,2.7712,2.7712,2.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.344,31.364,1185.72,0.3488,1196.0,1124.0,1244.0,157.12,0.4064,4.0128,0.1984,348.876,43.62,1186.04,0.3268,1192.0,1128.0,1252.0,164.02,0.5612,4.9988,11.2088,3.168,3.7928
instance_282,1052000.0,3128000.0,165160.0,1308000.0,21.4804,5.5788,0.5056,1.4932,2.8556,0.0,4.0,7.3116,0.0004,1.5296,0.0,0.0036,6.6852,0.0,0.5164,1.7768,0.0004,6.114,0.0,0.0072,11.6992,0.7272,0.6264,0.0,3.754,10.9676,0.0,7.912,0.0,0.0036,9.9448,1.9012,0.0004,5.6208,0.0,0.0052,,,,,,,,,,,30.3076,0.3164,24.0,36.0,3.622,1024.8,2.3972,140.0,2036.0,2020.0,308.0,1472.0,316.0,1200.0,53.864,0.7548,39.416,84.0,63.008,44.344,59.032,46.108,51.928,2.42,1.5528,0.0,4.0,3.3988,0.6968,3.0188,2.1832,2.6476,0.3044,3.1132,0.0,1.8192,0.5956,0.0012,0.4736,0.0984,0.2956,41428.0,5.108,23140.0,5.6568,23140.0,0.0,0.0,14.9732,4.6268,7.3316,2.9304,9355.2,2.5672,36904.0,2.2364,45840.0,0.0,46420.0,2.9256,5.0956,3.8424,0.54,0.09,0.4852
instance_165,194756.0,816000.0,79508.0,464000.0,5.798,3.0612,0.6876,1.6344,1.7488,0.0,4.0,4.1572,0.0008,0.7488,0.0004,0.0008,3.6824,0.0,0.33,2.134,0.0008,2.0384,0.0004,0.002,10.282,0.0776,0.154,0.0,1.6,3.3856,0.0004,1.992,0.0,0.0008,9.222,2.1212,0.0004,2.0736,0.0,0.0008,0.0012,1.7096,0.0004,0.0028,14.97,1.0248,1.1224,0.3548,2.3236,13.1552,53.112,0.1352,52.0,56.0,2.3656,915.44,1.1228,336.0,1484.0,1344.0,608.0,1004.0,808.0,920.0,26.9536,0.6208,19.9652,34.226,33.3684,21.2328,30.0624,23.6348,26.5744,0.31,7.4352,0.0,3.0348,1.464,0.0,0.2644,0.0008,0.024,0.1232,2.8912,0.0,0.8424,0.1788,0.0032,0.1644,0.09,0.106,5488.0,1.306,15236.0,0.0428,15230.0,15044.0,15260.0,2.8056,2.3604,3.266,0.1784,7133.2,0.578,15362.4,0.0512,15374.0,15072.0,15572.0,1.0984,5.4872,3.3972,0.1068,0.1416,0.3708
instance_484,6400.0,240396.0,6240.0,240396.0,0.1024,0.0,0.104,1.9748,2.3404,0.0,4.0,2.3968,0.0076,1.2428,0.0052,0.1,0.2992,0.0,0.052,3.9972,0.0076,0.0016,0.0076,0.0076,0.0556,1.3104,0.0016,1.2868,1.3564,0.0216,0.004,0.72,0.0024,0.0052,13.648,2.0188,0.01,0.0008,0.01,0.01,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,6654.0,1.2152,1116.0,10108.0,9360.0,5368.0,7648.0,5856.0,6596.0,212.004,0.3624,184.844,257.352,243.92,193.06,223.684,195.268,209.24,2.0096,0.0032,1.9836,2.0644,2.0096,2.0096,2.0096,2.0096,2.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8296,57.076,2082.48,0.2804,2088.0,1996.0,2180.0,57.14,0.1732,4.0056,0.1028,104.828,56.42,2090.04,0.2944,2098.0,2016.0,2180.0,43.508,1.2176,4.0532,0.7904,2.898,3.69
instance_1551,2004000.0,11720000.0,31800.0,1836000.0,248.216,21.4924,0.0692,1.2324,2.9092,0.0,4.0,7.8104,0.0036,0.6152,0.0012,0.0172,4.224,0.0,0.0352,0.1328,0.0036,8.1708,0.0,0.038,15.4128,0.238,0.288,0.0,3.2,9.7244,0.0,6.3164,0.0,0.0016,11.858,0.2416,0.0,2.6508,0.0,0.0004,,,,,,,,,,,52.584,0.2476,44.0,56.0,4.5756,919.56,2.2352,144.0,1628.0,1628.0,144.0,1256.0,508.0,1100.0,42.4,2.0736,12.3332,91.036,91.036,12.3332,37.536,33.5676,35.0836,0.542,5.2956,0.0,3.6088,1.4096,0.006,0.6972,0.0688,0.2508,0.7148,3.3172,0.0,1.826,1.7508,0.0264,1.09,0.212,0.5948,2294.24,0.6336,5844.0,0.0588,5844.0,5720.0,5928.0,3.7876,1.4356,3.4348,0.0592,2600.68,1.3464,5845.2,0.0728,5878.0,5704.0,5932.0,1.8392,7.2348,3.5004,0.1812,0.138,0.3988
