instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18
instance_244,18000.0,18000.0,18000.0,18000.0,1.15,2.4,18000.0,1.01,18000.0,18000.0,18000.0,18000.0,18000.0,1.9,0.98,4.14,1.42,2.09
instance_335,18000.0,18000.0,18000.0,1183.3,196.19,117.0,18000.0,463.51,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,294.31,18000.0,143.48,18000.0
instance_139,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_439,18000.0,18000.0,18000.0,311.15,2.05,1.86,385.93,22.71,18000.0,1.21,18000.0,18000.0,18000.0,102.14,2.14,4.92,10.72,98.79
instance_488,18000.0,43.63,18000.0,19.28,0.94,0.6,22.62,3.49,18000.0,0.59,18000.0,18000.0,18000.0,56.09,1.01,1.01,2.65,13.74
instance_19,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_552,18000.0,18000.0,18000.0,188.62,1.14,1.64,166.24,0.7,18000.0,41.55,18000.0,18000.0,18000.0,0.71,1.26,2.66,3.57,1.73
instance_523,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_554,106.94,18000.0,18000.0,14.17,0.2,0.14,12.1,0.12,18000.0,1.38,18000.0,105.51,18000.0,0.2,0.11,0.34,0.35,0.38
instance_420,18000.0,18000.0,18000.0,1097.71,4.46,2.89,1278.74,19.2,18000.0,1.97,18000.0,18000.0,18000.0,18000.0,2.84,6.46,9.18,241.22
instance_279,18000.0,18000.0,18000.0,37.78,1.06,2.02,49.17,0.99,99.09,18000.0,18000.0,18000.0,99.53,1.76,0.88,3.23,1.14,1.91
instance_106,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_160,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,393.48,18000.0,18000.0,1612.88,68.27
instance_497,18000.0,18000.0,18000.0,18000.0,342.05,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,810.93,519.84,36.92,18000.0
instance_382,18000.0,18000.0,18000.0,264.03,18000.0,18000.0,253.69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,526.7,18000.0,18000.0,18000.0,426.2
instance_542,338.48,18000.0,18000.0,31.39,0.51,0.29,36.52,0.32,18000.0,2.25,18000.0,230.56,18000.0,2.3,0.34,0.86,1.41,1.87
instance_215,18000.0,18000.0,18000.0,23.93,1.01,1.47,23.75,0.92,18000.0,18000.0,18000.0,18000.0,18000.0,1.7,0.77,2.33,0.86,1.85
instance_396,18000.0,18000.0,18000.0,5.77,140.55,65.05,5.18,23.26,18000.0,131.34,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,229.53,61.88
instance_71,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,610.69,18000.0,18000.0,18000.0,1188.4
instance_406,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_262,18000.0,18000.0,18000.0,22.55,1.11,1.72,25.57,1.02,18000.0,18000.0,18000.0,18000.0,18000.0,1.66,0.96,3.08,1.17,1.96
instance_260,18000.0,18000.0,18000.0,18000.0,0.99,2.15,18000.0,0.88,18000.0,18000.0,18000.0,18000.0,18000.0,1.85,0.88,4.02,1.45,1.95
instance_97,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_152,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_142,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_389,18000.0,18000.0,18000.0,6.91,308.82,87.94,5.49,34.86,18000.0,108.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,336.3,40.45
instance_242,18000.0,18000.0,18000.0,50.09,1.08,1.92,46.9,0.99,118.06,18000.0,18000.0,18000.0,120.09,1.86,0.79,3.65,1.07,1.83
instance_338,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_405,18000.0,18000.0,18000.0,5.59,16.54,59.59,5.88,82.08,18000.0,136.51,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,392.06,63.51
instance_366,18000.0,18000.0,18000.0,23.43,25.59,111.7,22.46,26.0,18000.0,18000.0,18000.0,18000.0,18000.0,16.33,18000.0,18000.0,10.61,11.31
instance_48,0.93,18000.0,18000.0,18000.0,69.37,75.68,18000.0,95.58,18.25,18000.0,18000.0,173.21,18.43,2.37,272.89,289.21,579.2,1.14
instance_585,5.01,749.93,167.67,1.49,0.16,0.13,1.3,0.11,376.22,0.63,18000.0,4.98,374.05,1.23,0.16,0.9,0.6,0.88
instance_319,18000.0,50.78,18000.0,8.62,17.23,3.97,20.19,17.17,18000.0,8.45,18000.0,18000.0,18000.0,369.64,4.21,6.4,9.92,83.78
instance_541,18000.0,18000.0,18000.0,1334.44,3.06,4.66,1344.27,1.9,18000.0,150.57,18000.0,18000.0,18000.0,3.0,6.29,16.98,12.84,1.08
instance_566,18000.0,18000.0,18000.0,245.21,1.1,1.6,236.26,0.68,18000.0,37.82,18000.0,18000.0,18000.0,0.62,1.35,6.57,2.81,0.21
instance_337,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_136,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,202.55,18000.0,18000.0,18000.0,230.42
instance_397,18000.0,18000.0,18000.0,321.66,18000.0,18000.0,335.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,744.53
instance_224,18000.0,18000.0,18000.0,88.75,1.05,1.77,95.26,1.06,69.46,18000.0,18000.0,18000.0,67.61,1.72,0.86,3.5,1.14,1.88
instance_83,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,23.44,18000.0,18000.0,44.7,33.09
instance_39,18000.0,572.7,18000.0,492.14,18000.0,18000.0,421.84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1144.93,356.53,901.61,539.61
instance_452,18000.0,18000.0,18000.0,107.98,8.17,4.83,125.03,31.35,18000.0,3.52,18000.0,18000.0,18000.0,737.53,6.26,9.37,15.9,202.14
instance_512,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1206.51,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_40,18000.0,24.9,18000.0,5.38,0.12,0.18,5.21,0.21,18000.0,13.5,18000.0,18000.0,18000.0,18000.0,0.09,0.79,0.19,17.15
instance_361,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_369,18000.0,18000.0,18000.0,493.66,18000.0,18000.0,646.81,1448.27,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,257.48
instance_323,18000.0,18000.0,18000.0,18000.0,1038.32,81.29,18000.0,1020.67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,215.2,225.89,327.37,18000.0
instance_605,18000.0,18000.0,18000.0,1538.43,2.11,107.45,1348.75,1.43,18000.0,11.62,18000.0,18000.0,18000.0,18.74,2.14,20.34,7.61,8.08
instance_167,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_191,18000.0,18000.0,18000.0,95.27,0.99,2.14,122.3,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.81,0.84,3.86,1.08,1.97
instance_607,18000.0,18000.0,18000.0,1532.83,4.2,5.72,1122.21,2.27,18000.0,134.94,18000.0,18000.0,18000.0,6.07,3.43,6.73,13.11,0.74
instance_520,18000.0,18000.0,18000.0,18000.0,323.34,105.01,18000.0,356.06,18000.0,228.09,18000.0,18000.0,18000.0,18000.0,92.01,312.83,459.57,1119.39
instance_584,26.84,18000.0,18000.0,23.94,0.19,0.46,20.17,0.15,18000.0,1.33,18000.0,30.66,18000.0,0.17,0.18,3.27,0.71,0.27
instance_359,18000.0,18000.0,18000.0,828.13,18000.0,18000.0,702.12,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,54.32,18000.0,18000.0,18000.0,99.49
instance_362,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,115.16
instance_391,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,263.48,18000.0,18000.0,18000.0,1226.2
instance_229,18000.0,18000.0,18000.0,52.75,1.07,1.89,48.7,0.96,84.11,18000.0,18000.0,18000.0,87.04,1.89,0.83,3.39,1.14,1.87
instance_108,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_563,724.51,18000.0,18000.0,1201.55,1.36,204.6,18000.0,1.02,18000.0,18000.0,18000.0,1592.31,18000.0,7.12,1.66,4.98,4.27,2.73
instance_434,18000.0,50.71,18000.0,23.73,1.59,1.31,29.06,4.57,18000.0,0.9,18000.0,18000.0,18000.0,18000.0,1.52,2.05,3.24,46.13
instance_45,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_569,585.34,18000.0,18000.0,18000.0,0.87,2.18,18000.0,0.7,18000.0,18000.0,18000.0,645.3,18000.0,4.25,0.91,50.93,4.85,2.89
instance_218,18000.0,18000.0,18000.0,61.7,1.04,1.99,52.35,0.97,642.57,18000.0,18000.0,18000.0,623.68,1.75,0.87,3.13,1.07,1.98
instance_72,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,299.21,18000.0,637.84,68.4
instance_93,18000.0,18000.0,18000.0,18000.0,1043.55,18000.0,18000.0,1034.96,18000.0,18000.0,18000.0,18000.0,18000.0,731.77,18000.0,18000.0,18000.0,1494.05
instance_34,18000.0,7.77,18000.0,9.71,0.47,2.85,13.13,5.47,18000.0,63.76,18000.0,18000.0,18000.0,18000.0,1.07,0.58,1.38,4.3
instance_582,11.81,18000.0,22.62,2.47,0.04,0.04,2.67,0.03,38.22,0.36,32.72,10.85,38.19,0.16,0.04,0.17,0.12,0.05
instance_507,18000.0,18000.0,18000.0,101.58,3.27,6.01,112.57,79.66,18000.0,2.35,18000.0,18000.0,18000.0,18000.0,2.54,4.62,10.06,287.33
instance_37,18000.0,87.9,18000.0,10.24,0.17,0.43,9.88,0.12,18000.0,52.42,18000.0,18000.0,18000.0,18000.0,0.1,0.74,0.2,85.22
instance_294,18000.0,4.79,18000.0,4.27,3.9,4.65,6.04,5.39,18000.0,12.47,18000.0,18000.0,18000.0,12.04,3.54,6.3,4.12,9.65
instance_74,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_174,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1465.08,18000.0,18000.0,18000.0,149.45
instance_414,18000.0,6.98,18000.0,0.46,0.65,0.24,0.4,0.62,18000.0,0.28,18000.0,18000.0,18000.0,3.33,0.56,0.39,0.67,1.51
instance_176,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_368,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_370,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_598,18000.0,18000.0,18000.0,95.92,0.5,0.8,96.81,0.3,18000.0,20.2,18000.0,18000.0,18000.0,0.36,0.53,5.07,1.07,0.24
instance_314,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_91,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,31.53,18000.0,18000.0,18000.0,41.77
instance_333,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_481,18000.0,62.99,18000.0,26.64,1.32,1.23,20.24,6.89,18000.0,0.99,18000.0,18000.0,18000.0,1608.89,1.33,1.89,3.7,109.75
instance_86,18000.0,18000.0,18000.0,18000.0,7.74,3.37,18000.0,6.21,18000.0,18000.0,18000.0,18000.0,18000.0,58.21,3.98,134.46,11.33,6.53
instance_543,18000.0,18000.0,18000.0,18000.0,6.31,8.94,18000.0,3.67,18000.0,221.96,18000.0,18000.0,18000.0,2.26,9.07,23.09,21.21,2.63
instance_539,18000.0,18000.0,18000.0,511.85,3.9,4.37,538.19,2.38,18000.0,18000.0,18000.0,18000.0,18000.0,10.38,3.44,5.04,12.37,2.58
instance_619,18000.0,18000.0,18000.0,383.59,1.16,2.16,347.87,0.68,18000.0,58.5,18000.0,18000.0,18000.0,0.79,1.86,9.91,3.76,0.84
instance_302,18000.0,6.72,18000.0,3.53,4.54,5.39,1.19,4.31,18000.0,6.51,18000.0,18000.0,18000.0,16.65,5.65,3.21,5.57,23.57
instance_60,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_456,18000.0,18000.0,18000.0,386.3,1.42,1.42,343.52,5.58,18000.0,1.2,18000.0,18000.0,18000.0,114.19,1.76,3.45,10.17,48.74
instance_306,18000.0,322.25,18000.0,141.64,305.86,188.28,155.16,235.58,18000.0,1270.4,18000.0,18000.0,18000.0,798.44,620.0,349.43,417.68,624.35
instance_222,18000.0,18000.0,18000.0,84.34,1.06,1.96,87.75,0.98,93.87,18000.0,18000.0,18000.0,94.2,1.82,0.89,3.48,1.17,1.92
instance_153,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,62.95,18000.0,18000.0,18000.0,91.52
instance_65,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_385,18000.0,672.53,18000.0,3.72,35.15,18000.0,3.58,113.9,163.26,18000.0,18000.0,18000.0,163.42,2.48,18000.0,18000.0,15.27,1.67
instance_16,18000.0,378.23,18000.0,108.99,18000.0,18000.0,73.61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_350,18000.0,18000.0,18000.0,259.33,18000.0,18000.0,261.67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,405.92,18000.0,18000.0,18000.0,485.22
instance_283,18000.0,1.04,18000.0,0.45,0.28,0.13,0.24,0.24,18000.0,2.33,18000.0,18000.0,18000.0,1.04,0.21,0.25,0.3,0.79
instance_593,18000.0,18000.0,18000.0,104.28,0.65,0.7,105.92,0.39,18000.0,16.3,18000.0,18000.0,18000.0,0.27,0.59,1.97,1.27,0.22
instance_129,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,374.0,18000.0,18000.0,18000.0,431.33
instance_33,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_559,18000.0,18000.0,18000.0,18000.0,1.96,2.62,18000.0,1.24,18000.0,63.51,18000.0,18000.0,18000.0,1.19,2.83,5.23,7.05,0.95
instance_223,18000.0,18000.0,18000.0,253.39,1.04,2.2,248.18,1.05,18000.0,18000.0,18000.0,18000.0,18000.0,1.85,0.84,3.77,1.32,2.04
instance_517,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_257,18000.0,18000.0,18000.0,57.16,1.12,1.99,52.65,1.05,75.8,18000.0,18000.0,18000.0,75.5,1.9,0.85,3.4,1.14,1.84
instance_219,18000.0,18000.0,18000.0,61.02,1.06,1.9,59.15,1.04,103.45,18000.0,18000.0,18000.0,106.23,1.76,0.88,3.52,1.21,1.9
instance_617,18000.0,18000.0,18000.0,77.31,0.44,0.65,63.4,0.27,18000.0,12.04,18000.0,1786.94,18000.0,0.29,0.41,1.8,0.96,0.32
instance_61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,48.25,18000.0,18000.0,740.91,189.53
instance_202,18000.0,18000.0,18000.0,19.63,1.15,1.8,17.59,1.03,18000.0,18000.0,18000.0,18000.0,18000.0,1.65,0.9,3.25,0.96,1.94
instance_44,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_118,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1045.85,18000.0,18000.0,18000.0,18000.0
instance_200,18000.0,18000.0,18000.0,18000.0,1.09,2.76,18000.0,1.03,238.91,18000.0,18000.0,18000.0,240.69,2.0,1.01,4.73,1.65,2.2
instance_386,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,392.91,18000.0,18000.0,18000.0,373.1
instance_221,18000.0,18000.0,18000.0,30.08,1.07,1.87,29.92,1.13,18000.0,18000.0,18000.0,18000.0,18000.0,1.78,0.99,3.11,1.04,2.16
instance_475,18000.0,18000.0,18000.0,490.08,9.82,4.47,492.84,27.88,18000.0,3.15,18000.0,18000.0,18000.0,517.66,5.01,8.03,28.74,163.78
instance_207,18000.0,18000.0,18000.0,17.34,1.08,1.46,17.44,1.01,18000.0,18000.0,18000.0,18000.0,18000.0,1.64,0.73,2.82,1.0,1.85
instance_231,18000.0,18000.0,18000.0,1372.01,1.1,1.93,1553.79,1.02,18000.0,18000.0,18000.0,18000.0,18000.0,1.8,0.81,3.48,1.16,1.93
instance_195,18000.0,18000.0,18000.0,76.03,1.06,1.76,76.77,0.94,99.21,18000.0,18000.0,18000.0,98.23,1.7,0.76,3.18,1.03,1.87
instance_89,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_100,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,80.17,18000.0,18000.0,18000.0,115.31
instance_208,18000.0,18000.0,18000.0,18000.0,1.03,2.23,18000.0,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.82,0.9,4.0,1.41,2.16
instance_113,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,125.74,18000.0,18000.0,18000.0,530.17
instance_529,18000.0,18000.0,18000.0,992.87,18000.0,18000.0,980.59,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_140,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_205,18000.0,18000.0,18000.0,161.64,1.16,2.58,210.1,1.08,18000.0,18000.0,18000.0,18000.0,18000.0,1.7,0.91,4.37,1.38,2.03
instance_565,367.0,18000.0,18000.0,351.81,0.67,16.23,403.54,0.43,18000.0,4.74,18000.0,431.82,18000.0,1.81,0.5,1.58,1.71,1.26
instance_442,18000.0,101.93,18000.0,89.35,2.51,1.59,89.19,28.98,18000.0,1.38,18000.0,18000.0,18000.0,1357.85,2.16,3.54,7.09,87.16
instance_510,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_285,18000.0,0.58,18000.0,0.07,0.13,0.07,0.06,0.12,18000.0,0.14,18000.0,18000.0,18000.0,0.37,0.09,0.07,0.09,0.22
instance_196,18000.0,18000.0,18000.0,28.43,1.08,1.76,26.05,1.11,18000.0,18000.0,18000.0,18000.0,18000.0,1.67,0.92,3.25,0.98,1.82
instance_127,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,126.6,18000.0,18000.0,18000.0,207.78
instance_214,18000.0,18000.0,18000.0,517.95,1.09,2.38,603.07,1.04,18000.0,18000.0,18000.0,18000.0,18000.0,1.99,0.91,4.16,1.37,2.05
instance_407,18000.0,263.34,18000.0,2.77,4.59,82.75,3.18,24.04,18000.0,18000.0,18000.0,18000.0,18000.0,0.65,183.6,18000.0,8.37,0.75
instance_515,18000.0,18000.0,18000.0,18000.0,250.29,61.11,18000.0,475.54,18000.0,555.95,18000.0,18000.0,18000.0,18000.0,76.95,125.0,370.12,492.25
instance_514,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_441,18000.0,18000.0,18000.0,563.68,3.03,1.64,702.48,10.5,18000.0,1.88,18000.0,18000.0,18000.0,1330.6,2.21,4.07,10.92,72.39
instance_431,18000.0,78.83,18000.0,50.46,1.91,1.07,44.83,14.66,18000.0,1.09,18000.0,18000.0,18000.0,18000.0,1.59,1.86,4.34,61.56
instance_479,18000.0,176.71,18000.0,161.66,2.93,4.11,137.54,23.88,18000.0,1.41,18000.0,18000.0,18000.0,18000.0,1.79,5.41,6.57,82.41
instance_469,18000.0,18000.0,18000.0,1202.86,11.46,6.02,1077.11,77.59,18000.0,4.82,18000.0,18000.0,18000.0,18000.0,6.42,13.02,22.99,791.52
instance_25,1.15,1.3,0.95,0.06,0.0,0.0,0.06,0.0,0.06,0.01,0.87,0.06,0.06,0.05,0.0,0.01,0.01,0.01
instance_246,18000.0,18000.0,18000.0,194.46,1.03,1.95,179.31,1.03,102.54,18000.0,18000.0,18000.0,99.83,1.76,0.88,3.9,1.1,1.78
instance_499,18000.0,269.25,18000.0,226.52,5.3,133.76,247.99,9.01,18000.0,5.47,18000.0,18000.0,18000.0,18000.0,8.61,11.74,6.44,287.72
instance_69,18000.0,18000.0,18000.0,18000.0,233.99,18000.0,18000.0,641.45,18000.0,18000.0,18000.0,18000.0,18000.0,1368.16,18000.0,18000.0,311.07,37.9
instance_589,3.65,18000.0,301.63,11.44,0.07,0.08,5.98,0.05,18000.0,0.71,412.0,3.69,18000.0,0.28,0.04,0.19,0.14,0.18
instance_102,18000.0,18000.0,18000.0,833.64,54.26,1287.05,1329.17,35.86,18000.0,95.53,18000.0,18000.0,18000.0,303.69,10.82,18000.0,30.22,115.82
instance_169,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,214.14,18000.0,18000.0,18000.0,1037.52
instance_133,18000.0,18000.0,18000.0,1510.26,82.76,18000.0,18000.0,54.54,18000.0,167.28,18000.0,18000.0,18000.0,490.88,17.33,18000.0,42.31,134.12
instance_423,18000.0,18000.0,18000.0,295.66,2.43,2.0,240.54,14.68,18000.0,1.64,18000.0,18000.0,18000.0,271.45,1.96,4.27,10.89,50.9
instance_583,18000.0,18000.0,18000.0,74.7,0.44,0.66,61.41,0.28,18000.0,11.57,18000.0,18000.0,18000.0,0.29,0.41,1.83,0.96,0.33
instance_336,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_418,18000.0,18000.0,18000.0,18000.0,26.88,18000.0,18000.0,18000.0,18000.0,73.6,18000.0,18000.0,18000.0,18000.0,24.33,740.42,16.96,18000.0
instance_5,0.87,1.57,0.55,0.07,0.0,0.0,0.07,0.0,18000.0,0.02,0.51,0.25,18000.0,0.05,0.0,0.0,0.01,0.01
instance_495,18000.0,18000.0,18000.0,18000.0,99.17,18000.0,18000.0,18000.0,18000.0,158.42,18000.0,18000.0,18000.0,18000.0,377.44,1644.54,52.71,18000.0
instance_12,18000.0,17.45,18000.0,18.3,0.2,48.28,20.49,0.48,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.32,24.47,0.22,379.62
instance_184,18000.0,18000.0,18000.0,18000.0,1.01,2.9,18000.0,1.04,120.81,18000.0,18000.0,18000.0,121.61,1.93,0.99,4.89,1.47,2.29
instance_193,18000.0,18000.0,18000.0,252.61,1.03,2.66,213.51,1.03,132.08,18000.0,18000.0,18000.0,126.92,1.97,0.88,4.6,1.36,2.48
instance_145,18000.0,18000.0,18000.0,18000.0,49.48,1261.26,18000.0,33.47,18000.0,18000.0,18000.0,18000.0,18000.0,998.01,59.24,18000.0,73.03,16.31
instance_230,18000.0,18000.0,18000.0,18000.0,0.94,2.36,18000.0,0.96,300.73,18000.0,18000.0,18000.0,301.93,1.89,0.97,4.52,1.52,2.04
instance_210,18000.0,18000.0,18000.0,23.54,1.08,1.89,23.18,1.1,18000.0,18000.0,18000.0,18000.0,18000.0,1.74,0.96,3.17,1.31,1.92
