instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24
instance_182,18000.0,106.61,84.32,84.7,56.91,18000.0,18000.0,18000.0,1.16,18000.0,18000.0,18000.0,18000.0,18000.0,0.71,18000.0,18000.0,18000.0,55.09,18000.0,18000.0,18000.0,407.55,260.7
instance_183,18000.0,18000.0,18000.0,44.39,18000.0,1.59,10.4,18000.0,1.13,5.61,1.59,18000.0,18000.0,18000.0,5.31,18000.0,18000.0,18000.0,0.19,18000.0,18000.0,4.22,18000.0,18000.0
instance_184,0.0,0.07,0.05,18000.0,0.04,0.11,0.0,0.02,0.01,0.11,0.1,7.01,29.22,0.01,0.0,0.04,0.03,0.04,0.11,0.04,29.29,0.23,0.01,0.01
instance_187,0.13,18000.0,0.51,47.28,0.5,183.39,0.13,0.29,0.94,0.11,183.01,0.61,1.23,1.32,0.13,0.3,0.3,0.48,1.39,0.49,0.11,0.06,1.3,1.32
instance_188,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,161.54,18000.0,18000.0,18000.0,560.6,18000.0,18000.0,18000.0,206.05,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_190,18000.0,308.43,18000.0,18000.0,18000.0,18000.0,50.92,18000.0,18000.0,18000.0,63.83,18000.0,18000.0,18000.0,3.65,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_191,41.03,18000.0,12.05,18000.0,19.53,28.37,3.16,3.52,18000.0,5.71,173.31,2.71,18000.0,14.26,1.36,7.1,3.53,6.03,18000.0,6.29,18000.0,5.56,13.6,13.44
instance_195,0.0,0.04,0.01,0.05,0.01,18000.0,0.0,0.02,0.0,0.02,18000.0,0.02,0.0,0.0,0.0,0.03,0.03,0.0,3.0,0.01,0.0,0.0,0.0,0.0
instance_196,2.21,18000.0,8.97,18000.0,8.9,18000.0,2.19,5.15,12.74,1.02,18000.0,10.51,32.59,36.92,2.2,5.14,5.16,8.85,6.88,8.66,2.17,0.96,36.91,36.96
instance_197,0.01,0.1,0.07,1.14,0.07,3.02,0.01,0.04,0.01,0.11,8.2,15.81,0.03,0.02,0.01,0.05,0.05,0.07,0.03,0.11,0.05,0.04,0.02,0.02
instance_198,0.01,18000.0,0.03,0.3,0.04,0.07,0.01,0.02,0.0,0.09,0.07,0.02,0.01,0.0,0.01,0.03,0.04,0.03,0.0,0.04,0.01,0.01,0.0,0.0
instance_203,0.02,0.18,0.15,19.35,0.15,0.38,0.02,0.05,0.19,0.21,0.5,18000.0,2.35,18000.0,0.02,0.06,0.06,0.15,0.04,0.16,2.34,18000.0,18000.0,18000.0
instance_204,0.27,93.99,2.23,18000.0,7.77,65.21,0.4,0.16,18000.0,0.31,186.54,0.07,18000.0,0.27,0.11,0.29,0.18,0.4,0.18,0.47,18000.0,0.23,0.3,0.26
instance_205,0.01,0.09,0.07,20.73,0.06,0.15,0.01,0.03,0.09,0.09,0.21,2.81,5.69,0.96,0.01,0.04,0.04,0.06,0.01,0.07,5.7,0.1,1.31,0.93
instance_206,1.16,19.84,19.74,18000.0,19.76,199.34,1.21,4.91,22.92,10.51,334.32,12.12,18000.0,18000.0,1.12,4.92,4.94,20.11,68.19,20.78,18000.0,10.45,18000.0,18000.0
instance_207,0.0,0.04,0.01,0.08,0.01,0.11,0.0,0.02,0.0,0.02,0.13,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.01,0.0,0.0
instance_208,12.29,18000.0,20.42,18000.0,18.6,3.24,18000.0,33.33,167.36,21.41,3.29,18000.0,18000.0,18000.0,1.76,127.16,32.94,19.61,0.09,19.75,18000.0,65.62,18000.0,18000.0
instance_209,18000.0,18000.0,133.97,18000.0,125.76,12.75,18000.0,171.37,18000.0,18000.0,14.89,18000.0,18000.0,182.22,91.49,380.27,171.96,100.56,0.25,101.5,18000.0,270.01,299.25,330.3
instance_210,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_211,0.6,18000.0,2.77,18000.0,3.65,442.08,0.61,0.75,36.92,24.81,72.17,6.31,18000.0,4.94,0.58,0.92,0.79,3.98,1.67,4.04,18000.0,32.45,4.99,4.98
instance_212,7.39,18000.0,246.94,18000.0,239.48,18000.0,7.43,5.73,18000.0,56.41,18000.0,18000.0,18000.0,7.96,7.42,5.76,5.73,172.31,18000.0,177.47,18000.0,18000.0,10.04,10.12
instance_215,85.97,18000.0,187.6,18000.0,156.29,17.21,18000.0,18000.0,153.64,18000.0,17.88,18000.0,18000.0,18000.0,38.22,18000.0,462.48,130.28,0.22,130.83,18000.0,18000.0,18000.0,18000.0
instance_216,0.0,0.04,0.0,0.05,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0
instance_217,0.07,0.72,0.69,18000.0,0.73,18000.0,0.07,0.1,21.75,1.51,18000.0,18000.0,5.93,0.09,0.07,0.11,0.11,0.68,18000.0,0.69,5.9,1.03,0.09,0.08
instance_218,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,16.26,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,16.22,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_219,0.21,18000.0,0.77,18000.0,0.77,18000.0,0.21,0.25,2.96,0.71,18000.0,18000.0,83.51,149.03,0.21,0.27,0.26,0.74,18000.0,0.73,83.43,18000.0,440.26,143.56
instance_220,0.47,18000.0,1.27,18000.0,0.88,0.91,0.14,0.2,18000.0,0.91,3.22,0.08,3.97,0.65,37.18,0.39,0.21,0.67,0.05,0.92,3.84,0.35,0.65,0.65
instance_221,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_223,31.41,18000.0,34.32,18000.0,30.77,3.16,18000.0,77.0,33.33,62.11,3.36,18000.0,18000.0,18000.0,28.47,128.05,76.86,45.86,0.06,46.0,18000.0,24.83,18000.0,18000.0
instance_224,0.0,0.05,0.0,0.04,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_225,50.32,18000.0,66.62,18000.0,82.73,5.08,18000.0,328.55,220.15,104.91,5.12,18000.0,18000.0,18000.0,17.31,539.26,327.47,93.26,0.12,93.97,18000.0,166.84,18000.0,18000.0
instance_226,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_227,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_229,3.39,131.66,33.11,362.25,31.45,18000.0,3.79,3.3,8.06,13.81,18000.0,8.01,18000.0,29.43,3.4,3.29,3.27,30.83,0.82,30.73,18000.0,13.73,65.56,63.71
instance_231,0.08,0.53,0.52,18000.0,0.5,18000.0,0.08,0.47,16.83,0.71,18000.0,18000.0,18000.0,18000.0,0.08,0.46,0.46,0.49,192.96,0.5,18000.0,15.6,18000.0,18000.0
instance_234,0.01,0.11,0.08,11.27,0.08,0.17,0.01,0.03,0.11,0.12,0.23,14.22,14.49,1.7,0.01,0.04,0.04,0.08,0.02,0.08,14.66,0.15,1.81,1.65
instance_235,0.04,0.31,0.3,18000.0,0.3,0.5,0.04,0.05,0.49,0.41,0.65,18000.0,18000.0,18000.0,0.04,0.07,0.07,0.26,0.05,0.29,18000.0,18000.0,18000.0,18000.0
instance_236,0.03,18000.0,0.2,117.74,0.19,0.41,0.03,0.05,0.24,0.31,0.53,0.09,523.53,0.03,0.03,0.08,0.07,0.19,0.04,0.2,526.72,0.11,0.03,0.03
instance_239,0.04,18000.0,0.24,14.12,0.23,0.49,0.04,0.07,0.1,0.41,6.93,1.51,18000.0,0.13,0.04,0.08,0.08,0.23,0.06,0.23,18000.0,0.58,0.13,0.13
instance_241,0.03,0.24,0.23,97.64,0.22,0.38,0.03,0.06,0.43,0.31,0.43,6.41,5.6,1.34,0.03,0.06,0.06,0.22,0.02,0.21,5.58,0.18,1.57,0.96
instance_243,2.3,18000.0,10.49,18000.0,10.15,197.79,2.31,5.11,4.03,1.02,198.93,11.41,30.86,31.71,2.33,5.12,5.06,9.88,38.4,9.87,2.19,0.9,31.76,31.74
instance_244,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_246,0.0,0.16,0.04,0.29,0.04,0.14,0.0,0.03,0.01,0.11,0.24,0.02,0.02,0.01,0.0,0.05,0.04,0.04,0.03,0.04,0.01,0.01,0.0,0.0
instance_247,0.02,0.22,0.18,18000.0,0.19,0.34,0.02,0.04,0.28,0.31,0.52,18000.0,18000.0,18000.0,0.02,0.05,0.05,0.18,0.03,0.19,18000.0,18000.0,18000.0,18000.0
instance_249,0.01,0.12,0.1,1.55,0.1,4.24,0.01,0.05,0.01,0.11,23.08,46.71,0.04,0.03,0.01,0.06,0.05,0.1,0.04,0.15,0.08,0.05,0.03,0.03
instance_251,0.01,0.08,0.04,5.54,0.05,0.21,0.01,0.02,0.2,0.1,0.22,0.07,0.42,0.04,0.01,0.04,0.04,0.04,0.01,0.05,0.41,0.26,0.04,0.04
instance_253,21.38,3.38,3.34,18000.0,3.44,18000.0,18000.0,2.69,25.54,5.31,18000.0,18000.0,18000.0,18000.0,467.35,3.09,2.7,3.32,40.17,3.3,18000.0,18000.0,18000.0,18000.0
instance_254,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,46.01,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,592.35,18000.0,18000.0
instance_255,2.1,18000.0,9.0,18000.0,8.97,174.54,2.05,4.53,3.56,0.91,174.64,9.92,25.16,25.21,2.05,4.55,4.52,8.8,21.26,8.98,1.94,0.81,25.16,25.12
instance_256,0.11,2.04,2.02,80.3,2.03,18000.0,0.11,0.14,0.24,10.31,18000.0,0.11,0.88,0.08,0.11,0.15,0.15,2.01,0.05,2.02,0.84,9.11,0.08,0.08
instance_258,18000.0,99.92,18000.0,29.76,18000.0,18000.0,91.5,18000.0,8.39,18000.0,302.13,18000.0,18000.0,18000.0,36.87,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_259,18000.0,18000.0,18000.0,18000.0,18000.0,37.66,18000.0,18000.0,501.4,18000.0,39.98,18000.0,18000.0,18000.0,544.45,18000.0,18000.0,18000.0,0.54,18000.0,18000.0,18000.0,18000.0,18000.0
instance_260,0.0,18000.0,0.01,0.17,0.01,0.11,0.0,0.02,0.0,0.02,0.12,0.81,18000.0,0.03,0.0,0.03,0.03,0.01,18000.0,0.01,18000.0,0.0,0.03,0.03
instance_261,0.02,18000.0,0.18,145.36,0.18,0.42,0.03,0.05,0.21,0.21,0.45,0.05,262.17,0.02,0.02,0.06,0.06,0.17,0.03,0.17,261.36,0.11,0.02,0.02
instance_262,0.0,0.04,0.0,0.05,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_264,176.95,18000.0,328.03,18000.0,418.03,51.73,18000.0,18000.0,18000.0,18000.0,172.89,18000.0,18000.0,18000.0,227.74,18000.0,18000.0,170.43,0.2,179.54,18000.0,18000.0,18000.0,18000.0
instance_267,9.07,12.97,9.67,3.91,87.07,3.77,0.1,0.86,0.05,3.71,1.62,33.91,18000.0,0.41,0.07,0.8,0.66,0.46,0.18,0.51,18000.0,3.42,0.17,0.37
instance_268,0.34,3.55,0.72,18000.0,0.67,0.31,0.16,0.43,0.83,0.91,0.33,18000.0,18000.0,0.06,0.13,0.9,0.44,0.65,0.05,0.75,18000.0,18000.0,0.06,0.06
instance_270,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,80.23,18000.0,44.81,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,62.56,18000.0,18000.0
instance_271,0.01,0.15,0.12,2.07,0.13,5.85,0.01,0.05,0.02,0.11,12.63,148.31,0.05,0.04,0.01,0.06,0.06,0.13,0.05,0.19,0.11,0.06,0.04,0.04
instance_272,5.34,5.53,5.55,18000.0,5.5,0.69,5.54,38.51,8.71,5.52,0.71,18000.0,133.35,24.25,5.31,37.61,37.61,5.41,0.03,5.43,133.73,6.19,24.15,24.02
instance_274,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_275,18000.0,18000.0,18000.0,18000.0,18000.0,98.64,18000.0,18000.0,18000.0,18000.0,104.74,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.72,18000.0,18000.0,18000.0,18000.0,18000.0
instance_276,1.9,18000.0,8.75,18000.0,8.31,168.27,1.9,4.18,3.25,0.81,165.85,9.61,19.71,20.5,1.9,4.25,4.24,8.37,101.91,8.21,1.65,0.74,20.5,20.51
instance_277,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.17,18000.0,18000.0,18000.0,18000.0,18000.0
instance_279,0.1,18000.0,0.42,23.95,0.41,9.76,0.1,0.23,0.71,0.1,10.01,0.41,1.04,1.08,0.1,0.24,0.24,0.4,0.97,0.39,0.09,0.05,1.08,1.08
instance_280,41.61,18000.0,37.29,18000.0,38.91,4.46,18000.0,234.33,18000.0,19.61,4.54,18000.0,18000.0,50.09,33.21,270.48,232.37,39.92,0.07,40.04,18000.0,179.16,46.7,42.13
instance_281,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,80.82,18000.0,18000.0,18000.0,18000.0
instance_282,18000.0,18000.0,74.11,18000.0,42.89,36.63,36.08,30.64,18000.0,31.71,41.74,33.11,156.51,5.74,18000.0,56.43,29.6,76.91,102.39,117.84,188.91,36.38,11.23,8.77
instance_283,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,41.65,18000.0,18000.0,18000.0,18000.0
instance_284,0.0,0.05,0.0,0.09,0.01,0.08,0.0,0.02,0.0,0.02,0.09,0.02,0.01,0.0,0.0,0.03,0.03,0.0,0.02,0.01,0.0,0.0,0.0,0.0
instance_285,558.33,85.98,32.01,123.59,16.53,4.6,13.03,2.76,0.76,12.51,4.75,0.81,18000.0,0.89,1.46,2.8,2.78,16.35,25.22,17.13,18000.0,12.42,0.93,0.94
instance_286,7.56,470.08,34.17,18000.0,22.38,18000.0,2.34,13.39,18000.0,24.13,18000.0,0.51,33.28,9.29,2.06,21.39,13.47,30.64,18000.0,31.03,35.94,13.01,14.09,111.56
instance_287,10.32,18000.0,18.57,18000.0,16.85,3.44,18000.0,45.69,36.6,17.01,3.52,18000.0,18000.0,18000.0,3.82,82.4,45.77,23.47,0.1,23.75,18000.0,20.89,18000.0,18000.0
instance_288,0.04,18000.0,0.33,67.72,0.32,0.98,0.04,0.07,0.91,0.41,0.76,120.81,18000.0,18000.0,0.04,0.09,0.09,0.31,0.04,0.32,18000.0,0.47,18000.0,18000.0
instance_289,152.35,18000.0,250.84,18000.0,238.83,44.16,18000.0,18000.0,18000.0,18000.0,148.12,18000.0,18000.0,18000.0,216.05,18000.0,18000.0,105.85,0.18,105.08,18000.0,18000.0,18000.0,18000.0
instance_290,18000.0,18000.0,18000.0,18000.0,11.71,18000.0,18000.0,5.54,21.26,1.51,18000.0,23.02,26.85,18000.0,18000.0,7.91,6.03,19.66,18000.0,41.63,27.08,22.99,18000.0,18000.0
instance_292,0.0,18000.0,0.02,0.84,0.02,0.1,0.0,0.02,0.01,0.11,0.11,0.02,0.01,0.0,0.0,0.03,0.03,0.02,0.01,0.02,0.0,0.02,0.0,0.0
instance_293,0.43,14.68,1.2,13.61,0.82,3.86,0.12,0.48,0.07,2.22,444.7,1.81,18000.0,0.69,0.1,0.85,0.65,0.68,0.79,0.75,18000.0,2.26,0.38,0.56
instance_296,0.06,0.58,0.56,18000.0,0.56,18000.0,0.06,0.09,0.28,0.81,0.65,18000.0,18000.0,18000.0,0.06,0.11,0.1,0.56,18000.0,0.56,18000.0,18000.0,18000.0,18000.0
instance_297,18000.0,33.43,1.36,18000.0,18.57,0.62,18000.0,18000.0,1.63,1.31,0.62,0.1,18000.0,0.12,0.27,18000.0,18000.0,1.28,1.65,34.55,18000.0,0.59,0.13,0.12
instance_298,0.2,2.57,0.48,7.4,0.37,1.79,0.19,0.31,8.57,0.51,2.0,1.22,8.44,0.46,0.15,0.32,0.35,0.43,18000.0,0.44,8.58,0.41,0.55,0.57
instance_299,0.25,0.77,0.76,50.97,0.78,3.98,0.25,0.37,17.88,1.51,79.47,4.01,18000.0,0.41,0.25,0.39,0.39,0.74,0.19,0.74,18000.0,1.2,0.4,0.39
instance_301,0.23,18000.0,0.53,18000.0,0.54,18000.0,0.23,0.15,0.19,0.31,18000.0,0.1,18000.0,0.07,0.23,0.17,0.17,0.5,0.01,0.5,18000.0,0.25,0.07,0.07
instance_304,469.13,18000.0,18000.0,18000.0,18000.0,40.33,18000.0,18000.0,18000.0,18000.0,42.29,18000.0,18000.0,18000.0,168.59,18000.0,18000.0,453.27,0.56,453.52,18000.0,18000.0,18000.0,18000.0
instance_305,0.1,18000.0,0.51,1.76,0.5,0.83,0.1,0.14,0.02,0.31,0.78,0.61,18000.0,0.04,0.1,0.15,0.15,0.5,0.02,0.5,18000.0,0.1,0.05,0.04
instance_306,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_310,0.02,0.35,0.32,18000.0,0.32,18000.0,0.02,0.05,3.75,0.71,18000.0,0.1,1.43,0.13,0.02,0.06,0.06,0.32,18000.0,0.34,1.46,0.4,0.13,0.13
instance_311,13.42,18000.0,125.37,18000.0,116.58,18000.0,14.61,57.57,106.55,54.51,18000.0,29.11,18000.0,18000.0,12.32,64.89,57.99,122.23,2.45,121.0,18000.0,54.4,18000.0,18000.0
instance_314,177.61,18000.0,39.06,18000.0,41.67,1.83,480.5,1.06,0.26,2.22,7.78,10.71,18000.0,4.74,231.48,1.32,1.24,0.89,18000.0,1.04,18000.0,8.73,6.01,6.13
instance_315,0.0,0.04,0.01,0.71,0.02,0.09,0.0,0.02,0.01,0.05,0.1,0.11,0.01,0.0,0.0,0.03,0.03,0.01,0.01,0.02,0.0,0.02,0.0,0.0
instance_318,0.04,18000.0,0.33,47.69,0.33,0.92,0.04,0.07,1.21,0.41,1.04,122.41,18000.0,18000.0,0.04,0.09,0.08,0.31,0.04,0.32,18000.0,0.25,18000.0,18000.0
instance_319,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_320,0.06,3.11,0.35,5.94,0.33,0.29,0.07,0.19,0.11,0.51,0.3,0.11,6.64,0.13,0.05,0.33,0.2,0.42,0.03,0.4,6.53,0.27,0.15,0.14
instance_322,0.06,18000.0,0.28,5.57,0.27,8.09,0.05,0.12,0.19,0.05,8.18,0.21,0.24,0.3,0.05,0.13,0.13,0.26,0.39,0.27,0.03,0.02,0.3,0.3
instance_323,0.01,0.2,0.17,18000.0,0.17,18000.0,0.01,0.04,3.8,0.51,18000.0,0.1,0.37,0.13,0.01,0.05,0.05,0.17,18000.0,0.17,0.35,0.31,0.13,0.13
instance_324,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,514.83,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,204.72,18000.0,18000.0
instance_325,9.62,17.8,6.54,21.4,5.75,2.17,0.87,0.71,0.25,1.81,2.25,0.21,18000.0,0.35,0.59,0.72,0.72,5.37,3.83,5.36,18000.0,1.72,0.35,0.35
instance_327,18000.0,18000.0,18000.0,153.01,18000.0,18000.0,18000.0,18000.0,13.15,18000.0,18000.0,227.91,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,310.06,18000.0,18000.0
instance_329,226.55,5.24,51.29,25.03,16.52,18000.0,0.67,59.81,11.95,65.71,7.67,161.72,18000.0,165.97,0.26,37.37,37.52,3.54,440.59,3.62,18000.0,35.17,140.26,88.44
instance_330,38.86,18000.0,18000.0,18000.0,18000.0,2.56,18000.0,18000.0,96.9,3.51,104.86,0.41,18000.0,0.27,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.27,0.27
instance_331,0.01,0.18,0.15,197.51,0.16,0.56,0.01,0.04,1.01,0.31,0.61,18000.0,11.09,0.03,0.01,0.05,0.05,0.15,0.09,0.15,11.2,1.05,0.03,0.03
instance_332,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,50.09,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,32.15,18000.0,18000.0,18000.0,18000.0
instance_333,0.76,16.09,3.84,5.27,0.64,0.94,0.08,0.22,4.69,0.31,0.55,1.21,18.46,0.11,0.05,0.44,0.24,0.29,1.24,30.79,20.07,0.3,0.21,0.25
instance_335,133.5,18000.0,212.21,18000.0,202.76,29.52,18000.0,18000.0,18000.0,18000.0,65.07,18000.0,18000.0,18000.0,72.72,18000.0,18000.0,93.05,0.15,93.09,18000.0,18000.0,18000.0,18000.0
instance_337,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_338,40.91,18000.0,26.58,18000.0,58.97,3.14,18000.0,18000.0,18000.0,18000.0,2.97,18000.0,18000.0,0.56,4.42,18000.0,18000.0,18000.0,18000.0,131.77,18000.0,18000.0,0.56,0.56
instance_339,0.17,1.94,1.83,38.49,1.82,214.7,0.26,0.26,4.59,4.01,116.89,3.51,18000.0,0.72,0.16,0.29,0.27,1.85,14.37,1.83,18000.0,3.88,18000.0,321.6
instance_340,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,24.88,416.21,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,59.35,18000.0,18000.0,18000.0,18000.0
instance_342,4.66,5.63,5.41,18000.0,5.33,302.46,0.72,18000.0,1.26,3.11,18.86,0.11,16.23,0.47,0.75,18000.0,18000.0,3.75,18000.0,3.86,16.16,1.07,0.45,0.47
instance_343,0.42,21.56,2.53,21.66,2.51,1.66,0.42,1.93,1.16,4.42,1.67,2.81,24.08,0.57,0.37,2.51,1.95,3.12,0.13,3.21,24.12,3.18,1.63,0.4
instance_344,126.96,18000.0,46.03,18000.0,78.36,161.88,18000.0,11.57,18000.0,45.71,18000.0,37.91,18000.0,18000.0,18000.0,16.15,10.58,10.89,18000.0,12.85,18000.0,59.5,18000.0,18000.0
instance_345,18000.0,18000.0,18000.0,18000.0,6.06,18000.0,18000.0,14.04,18000.0,32.92,18000.0,168.01,18000.0,18000.0,18000.0,18000.0,14.11,18000.0,18000.0,18000.0,18000.0,87.79,18000.0,18000.0
instance_346,1.63,18000.0,7.12,18000.0,7.3,129.92,1.63,3.54,2.66,0.71,129.47,7.72,14.9,15.03,1.6,3.49,3.47,6.89,21.4,6.89,1.49,0.62,15.17,15.06
instance_347,0.0,18000.0,0.02,0.19,0.02,0.07,0.0,0.03,0.0,0.02,0.07,0.02,0.01,0.0,0.0,0.04,0.03,0.02,0.0,0.02,0.01,0.01,0.0,0.0
instance_348,0.03,18000.0,0.15,109.68,0.14,0.38,0.03,0.05,0.78,0.41,0.39,0.07,1.52,0.16,0.03,0.06,0.07,0.14,0.02,0.15,1.13,0.36,0.16,0.16
instance_349,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_350,84.91,18000.0,125.62,18000.0,140.55,44.47,18000.0,18000.0,18000.0,18000.0,67.84,18000.0,18000.0,18000.0,446.28,18000.0,18000.0,92.59,0.22,93.45,18000.0,18000.0,18000.0,18000.0
instance_352,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.28,160.84,18000.0,18000.0,18000.0,18000.0
instance_353,0.0,0.1,0.03,3.14,0.03,0.15,0.01,0.03,0.02,0.07,0.19,0.07,0.04,0.01,0.0,0.04,0.04,0.03,0.02,0.03,0.03,0.04,0.01,0.09
instance_354,0.22,1.06,1.03,18000.0,1.04,0.28,0.22,0.49,2.09,0.91,0.28,18000.0,8.52,0.49,0.22,0.51,0.5,1.0,0.01,1.01,8.68,0.26,0.49,0.49
instance_359,18000.0,58.93,24.45,78.03,11.54,3.58,3.94,2.28,0.51,8.51,3.7,0.61,18000.0,0.63,1.18,2.3,2.29,12.27,19.12,12.73,18000.0,8.43,0.7,0.7
instance_360,25.91,18000.0,138.84,18000.0,146.14,32.53,18000.0,485.16,18000.0,18000.0,51.8,18000.0,18000.0,18000.0,212.96,411.36,379.24,131.09,0.09,133.69,18000.0,18000.0,18000.0,18000.0
instance_361,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,158.16,18000.0,18000.0,18000.0,18000.0
instance_362,0.88,122.85,3.56,195.62,1.4,2.52,0.24,0.41,18000.0,3.61,3.99,0.04,123.65,0.06,0.09,1.19,0.84,0.49,2.79,29.09,123.97,0.13,0.12,0.21
instance_363,0.33,23.71,0.87,18000.0,0.63,0.27,0.15,0.35,1.44,0.71,0.28,18000.0,18000.0,0.06,0.13,0.74,0.36,0.7,4.92,0.78,18000.0,18000.0,0.06,0.06
