instance,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_58,feature_59,feature_60,feature_61,feature_62,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_56,feature_57
instance_1165,280.0,24920.0,280.0,24920.0,0.0,0.0,0.0448,1.2428,2.7208,0.5716,4.0,3.9864,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.156,0.362,0.4284,15.4184,0.1184,0.0948,0.0,0.5048,7.922,0.0244,0.6912,0.0156,0.0352,11.996,0.244,0.0444,0.0,0.0444,0.0444,,,,,,,,,,,8.0,0.0,8.0,8.0,0.0,17812.0,0.0564,17536.0,18220.0,18220.0,17536.0,17940.0,17576.0,17788.0,102.728,0.048,100.684,104.448,104.448,100.684,103.096,102.328,103.084,0.2392,3.0444,0.0004,0.9392,0.444,0.044,0.35,0.1152,0.2004,0.0004,1.6288,0.0,0.0004,0.0004,0.0,0.0004,0.0,0.0004,35.0804,1.0912,48.712,0.844,48.0,36.0,64.0,8.184,1.2272,3.5348,0.4008,33.9912,1.0616,48.048,0.834,48.0,36.0,60.0,7.196,1.6548,3.484,0.4052,2.7156,3.0608
instance_1236,160000.0,672000.0,156020.0,668000.0,0.102,0.0268,0.9348,1.986,2.3492,0.0,4.0,2.8592,0.0004,0.2612,0.0004,0.0008,0.6384,0.0,0.0,3.8588,0.0004,1.1608,0.0,0.0008,10.8628,0.9128,0.6856,0.0,4.0,13.4732,0.0,1.6028,0.0,0.0004,9.3268,1.9696,0.0008,1.1756,0.0,0.002,0.0004,0.9812,0.0,0.0012,11.8732,0.4084,0.978,0.138,1.6,9.0028,23.7776,0.154,20.0,24.0,0.8584,14.5076,2.5836,4.0,48.0,28.0,4.0,20.0,8.0,12.0,398.296,1.8168,161.5,1138.0,634.0,228.0,464.0,264.0,350.0,1.576,2.3192,0.0,4.0,2.834,0.3476,2.2836,0.8184,1.5464,0.3716,2.59,0.0052,2.94,0.7032,0.1136,0.5004,0.1912,0.3196,35708.0,4.9668,17076.0,5.6568,17076.0,0.0,0.0,9.4756,4.6136,12.5416,4.1304,4647.2,1.658,33898.4,0.0244,33816.0,33724.0,33996.0,1.294,3.5336,3.3952,0.1096,0.9336,1.0072
instance_586,544000.0,1616000.0,59792.0,416000.0,32.2704,11.6016,0.5768,1.5856,2.358,0.0,4.0,6.2008,0.0012,2.1804,0.0004,0.0172,4.7964,0.0,0.2964,2.172,0.0012,5.092,0.0004,0.0084,10.7952,0.2436,0.4208,0.0,3.7612,6.5896,0.0004,4.0312,0.0,0.0032,7.6328,1.5888,0.0008,5.0812,0.0,0.0052,,,,,,,,,,,81.224,0.6488,60.0,104.0,9.8888,3696.0,1.198,656.0,5192.0,4884.0,2876.0,4408.0,3512.0,3700.0,137.632,1.6684,47.048,229.532,223.3,76.804,202.52,93.828,124.656,0.7868,5.3748,0.0,3.938,2.8324,0.0272,0.8996,0.0792,0.2528,0.148,2.8056,0.0,1.0224,0.336,0.0604,0.1612,0.086,0.1304,3251.44,0.2004,13429.6,0.0212,13396.0,13356.0,13512.0,2.9148,0.6932,3.4404,0.0312,4358.0,0.4404,13479.6,0.0448,13468.0,13280.0,13636.0,1.5144,3.134,3.5524,0.0632,0.2924,2.658
instance_898,1036000.0,5560000.0,552000.0,3828000.0,3.5172,1.804,0.5768,1.6044,3.6352,0.0,4.0,5.6384,0.0,1.7496,0.0,0.0004,4.372,0.0,2.06,3.4776,0.0,2.9644,0.0,0.0004,12.3708,0.9024,0.5932,0.0,3.36,11.7756,0.0,3.3828,0.0,0.0,10.9588,2.7732,0.0,2.6132,0.0,0.0004,,,,,,,,,,,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4828,2.0624,0.0,4.0,3.7416,0.4856,3.5304,1.2164,3.1088,0.0764,3.9752,0.0,0.368,0.1904,0.0,0.1404,0.0072,0.0376,516000.0,0.0,0.0,0.0,0.0,0.0,0.0,33.308,0.0,17.4208,0.0,63512.0,0.0,204372.0,0.0,204372.0,204372.0,204372.0,11.8472,0.0,3.9884,0.0,0.758,2.47
instance_804,2324000.0,12560000.0,1420000.0,9760000.0,2.5508,1.1592,0.5824,1.6124,4.85,0.0,4.0,3.012,0.0,17.3644,0.0,0.0068,0.358,0.0,3.9496,3.9508,0.0,14.4024,0.0,0.0028,5.8168,1.4428,0.942,0.0,4.0,5.7476,0.0,17.2996,0.0,0.0028,5.744,3.95,0.0008,3.1084,0.0,0.004,,,,,,,,,,,172.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1924,1.3468,0.0,4.0,3.9808,1.658,3.914,2.3068,3.75,0.6776,3.992,0.0,3.196,1.7316,0.0544,1.3132,0.1316,0.3252,2032000.0,0.0,0.0,0.0,0.0,0.0,0.0,290.68,0.0,25.9868,0.0,1292000.0,4.2008,0.0,0.0,0.0,0.0,0.0,605.76,5.4632,33.004,4.8612,1.372,2.2192
instance_245,97424.0,1224000.0,97408.0,1224000.0,0.0008,0.0,0.3184,2.038,2.2324,0.0,4.0,4.6696,0.0004,5.694,0.0004,0.0236,4.3352,0.0,1.0136,3.3384,0.0004,11.0876,0.0,0.0084,10.8776,2.8016,0.7568,0.0,3.4284,10.3072,0.0004,9.5092,0.0,0.0036,10.57,2.3548,0.0036,0.9904,0.0,0.004,,,,,,,,,,,20.3116,0.3048,20.0,28.0,0.6584,57.6,2.7432,20.0,180.0,152.0,28.0,68.0,32.0,52.0,573.92,2.4168,80.472,1109.4,1063.44,107.0,931.0,272.924,576.4,3.2044,0.674,0.0216,3.8508,3.7584,2.6728,3.6832,2.886,3.1856,0.56,2.3716,0.0,1.468,0.9748,0.2268,0.824,0.2448,0.6212,4874.8,6.7264,22354.8,3.464,33400.0,0.0,33400.0,14.8352,2.6928,4.042,0.264,19645.6,8.5488,28494.8,1.764,33156.0,0.0,33340.0,48.708,10.1644,5.1952,2.4996,0.1668,0.6008
instance_82,50336.0,812000.0,50136.0,812000.0,0.016,0.0016,0.2472,2.254,2.1424,0.0,4.0,4.8172,0.0008,4.2644,0.0008,0.032,4.5584,0.0,1.272,3.3076,0.0008,8.7728,0.0,0.01,11.9528,2.85,0.832,0.0,3.4668,11.2244,0.0008,8.4312,0.0,0.0056,11.6432,2.85,0.004,0.9448,0.0,0.0044,,,,,,,,,,,20.1692,0.228,20.0,28.0,0.4096,254.964,1.5652,56.0,376.0,364.0,76.0,336.0,200.0,288.0,255.532,2.2904,134.284,622.08,538.0,139.632,314.26,149.0,176.432,3.6416,0.9124,0.0632,3.9328,3.9272,3.5648,3.9248,3.904,3.9164,0.0644,9.0416,0.0008,0.6132,0.3652,0.0016,0.0072,0.0024,0.004,7899.2,12.5524,21500.0,1.4064,23822.0,0.0,24228.0,15.3728,2.5848,4.7328,2.0064,3892.76,21.7124,23156.4,0.7308,23874.0,23604.0,24176.0,20.4904,10.0224,8.9464,12.5472,1.1236,2.3496
instance_1230,28000.0,270344.0,20424.0,252648.0,1.4836,0.28,0.3232,2.1844,3.2884,0.0,4.0,6.3812,0.0024,4.4452,0.0016,0.0368,4.5988,0.0,2.9704,3.364,0.0024,8.8108,0.0004,0.0888,15.8004,1.3784,0.8888,0.0,3.5364,16.0336,0.0012,7.2328,0.0,0.0408,14.3732,3.2928,0.0036,6.3652,0.0004,0.0796,,,,,,,,,,,17.1972,0.426,16.0,20.0,2.4412,12825.2,0.5236,10516.0,14460.0,14460.0,10516.0,14460.0,10516.0,13500.0,346.564,0.5344,282.172,389.172,389.172,282.172,389.172,282.172,368.348,3.0712,1.3208,0.0024,3.9972,3.8812,1.1612,3.7664,2.8324,3.4872,0.0724,7.602,0.0,0.8584,0.2768,0.0,0.068,0.0004,0.0076,339.376,5.6612,7952.8,0.734,8236.0,7960.0,8368.0,11.4588,1.2676,3.908,0.0644,1234.72,1.3628,8070.8,0.5472,8206.0,8052.0,8352.0,16.796,0.8764,3.9768,0.0536,0.9896,3.9132
instance_950,1476000.0,4400000.0,225572.0,1824000.0,22.1656,5.6468,0.4944,1.4588,2.9116,0.0,4.0,7.4608,0.0004,1.6424,0.0,0.0028,6.8652,0.0,0.5192,1.932,0.0004,7.194,0.0,0.0136,11.6888,0.7876,0.6092,0.0,3.8796,11.3212,0.0,8.6336,0.0,0.0064,9.9904,2.0272,0.0004,6.4736,0.0,0.0076,,,,,,,,,,,35.3104,0.24,32.0,40.0,3.1352,956.8,1.7332,472.0,1580.0,1580.0,472.0,1156.0,524.0,1052.0,71.372,1.2092,44.9,94.372,94.372,44.9,93.832,47.5,76.244,2.4656,1.7988,0.0,4.0,3.698,0.4236,3.3672,2.0488,2.7256,0.2884,3.2684,0.0,1.74,0.5924,0.0036,0.4764,0.0656,0.264,47756.0,0.0,0.0,0.0,0.0,0.0,0.0,12.134,0.0,5.518,0.0,8994.0,0.5824,61512.0,0.0024,61512.0,61488.0,61488.0,2.5112,1.8836,3.572,0.0264,0.1228,0.4896
instance_20,348.0,928.0,244.0,928.0,1.7048,0.0,1.0516,1.5516,3.3908,0.0,4.0,4.7908,0.2556,0.3128,0.1968,0.2624,1.3304,0.0,0.0,0.414,0.2556,0.4924,0.2068,0.276,2.4264,0.0,0.0,0.0,0.0,0.0,0.082,1.748,0.0344,0.138,5.288,1.2932,0.0984,0.3196,0.0864,0.1036,0.3608,0.4544,0.2588,0.3964,4.8088,1.7372,0.1868,1.6,1.8948,4.8088,20.0,0.0,20.0,20.0,0.0,15281.2,0.2,13712.0,16448.0,16448.0,14540.0,15900.0,14732.0,15432.0,78.84,0.1028,76.052,83.56,83.56,76.384,79.396,76.944,79.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4244,0.272,1.2596,1.5188,1.5144,1.2756,1.492,1.2888,1.4648,7.4904,2.5404,27.7044,0.922,28.0,20.0,36.0,5.808,1.0632,3.34,0.6348,4.0248,0.442,27.6304,0.9344,28.0,20.0,36.0,4.8084,1.3584,3.1188,0.612,3.9884,3.998
instance_892,2600.0,11024.0,2600.0,11024.0,0.0,0.0,0.9436,2.0232,2.3088,1.3332,4.0,2.2868,0.0184,0.0,0.0184,0.0184,0.0,0.0,0.0,4.0,0.0184,0.2664,0.0176,0.0216,4.4096,0.1264,0.1496,0.0,0.3076,3.3616,0.0092,0.858,0.0044,0.016,6.946,2.0348,0.0308,0.298,0.026,0.0376,0.0264,0.212,0.0248,0.032,5.2492,0.4196,0.1952,0.348,0.4444,3.51,16.0,0.0,16.0,16.0,0.0,3022.96,3.2496,1708.0,12328.0,5744.0,1872.0,2412.0,1932.0,2216.0,118.452,0.5952,102.668,176.72,149.232,106.348,117.584,109.1,112.564,0.3924,3.1416,0.0004,1.1104,0.8384,0.0496,0.6808,0.1188,0.2888,0.1376,0.8096,0.0644,0.1984,0.172,0.1008,0.1608,0.1184,0.14,130.804,0.7868,550.68,0.2592,552.0,508.0,592.0,3.4356,0.81,3.3564,0.1676,105.172,0.6736,551.0,0.2412,552.0,508.0,596.0,1.2436,1.4152,3.2904,0.1228,1.4496,2.3268
instance_450,1440.0,6120.0,1412.0,6100.0,0.0792,0.0132,0.926,1.9836,2.3252,0.0,4.0,2.7296,0.0344,0.2188,0.034,0.0452,0.5136,0.0,0.0,3.8872,0.0344,1.1204,0.0104,0.0656,10.5972,0.846,0.686,0.0,4.0,13.0248,0.0172,1.5492,0.0028,0.0444,9.1572,1.9936,0.0668,1.0868,0.0208,0.1312,0.052,0.9188,0.0236,0.1024,11.6172,0.4368,0.916,0.2204,0.9,9.1408,16.0,0.0,16.0,16.0,0.0,15832.4,0.0944,15400.0,16400.0,16400.0,15400.0,16368.0,15640.0,15668.0,89.768,0.2484,82.036,99.984,99.984,82.036,96.092,85.34,90.548,1.5708,2.3492,0.0292,4.0,2.8248,0.3988,2.2672,0.782,1.572,0.3424,2.564,0.008,1.16,0.6548,0.1064,0.4592,0.166,0.2876,51.604,1.2524,315.648,0.328,316.0,284.0,348.0,3.868,0.8228,3.4124,0.1724,42.808,1.1944,315.08,0.3392,316.0,280.0,348.0,1.598,1.5928,3.364,0.1676,1.3452,2.386
instance_641,1052000.0,5040000.0,540000.0,3176000.0,3.8064,2.3452,0.6784,1.5468,3.8984,0.0,4.0,5.4968,0.0,1.9016,0.0,0.0004,4.1668,0.0,2.2828,3.4996,0.0,2.3356,0.0,0.0004,10.3736,1.044,0.656,0.0,3.3332,11.3508,0.0,2.2792,0.0,0.0,9.2852,2.9032,0.0,2.158,0.0,0.0004,,,,,,,,,,,63.668,0.0696,60.0,64.0,1.1472,924.0,0.0,924.0,924.0,924.0,924.0,924.0,924.0,924.0,45.332,0.0,45.332,45.332,45.332,45.332,45.332,45.332,45.332,2.2528,2.3212,0.0,3.7836,3.5208,0.2888,3.3496,0.8164,2.986,0.0636,3.2512,0.0,0.52,0.1196,0.0,0.102,0.0196,0.0656,436000.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1128,0.0,15.9108,0.0,52536.0,0.0,191800.0,0.0,191800.0,191800.0,191800.0,9.9412,0.0,3.9004,0.0,0.8004,3.0932
instance_1233,864.0,10152.0,648.0,9288.0,1.3332,0.372,0.2792,4.0,0.0,4.0,4.0,0.0,0.1412,2.4424,0.0492,0.2964,3.1044,0.0,0.2792,0.2792,0.1412,0.0,0.1412,0.1412,0.0,0.0976,0.0,0.0976,0.0976,0.0,0.0724,0.0,0.0724,0.0724,0.0,3.0696,0.2772,0.0,0.2772,0.2772,0.334,2.58,0.0688,0.7184,3.1044,0.0592,2.7592,0.0192,0.1952,3.1044,8.0,0.0,8.0,8.0,0.0,17088.0,0.0,17088.0,17088.0,17088.0,17088.0,17088.0,17088.0,17088.0,140.888,0.0,140.888,140.888,140.888,140.888,140.888,140.888,140.888,2.476,0.0,2.476,2.4764,2.4764,2.476,2.476,2.476,2.476,1.3716,0.0,1.3716,1.372,1.3716,1.3716,1.3716,1.3716,1.3716,0.0,0.0,148.744,0.5504,148.0,124.0,176.0,15.4748,0.6644,4.0,0.0024,0.0,0.0,148.2,0.5624,148.0,120.0,176.0,15.4132,0.6628,4.0,0.0016,3.9968,3.9996
instance_490,764.0,77928.0,764.0,77928.0,0.0,0.0,0.0392,4.0,0.0,4.0,4.0,0.0,0.0916,4.2472,0.042,0.4188,1.4412,0.0,0.052,3.672,0.0916,0.9556,0.0424,0.122,19.7968,1.1348,0.622,0.5072,3.3008,14.2536,0.034,1.42,0.0036,0.0512,18.8852,0.328,0.0388,0.0084,0.0384,0.0392,,,,,,,,,,,8.5684,0.652,8.0,12.0,1.6352,18592.0,0.0216,18456.0,18696.0,18696.0,18456.0,18696.0,18456.0,18624.0,139.896,0.06,136.96,141.688,141.688,136.96,141.688,136.96,141.036,2.794,0.4356,2.3888,3.8984,3.092,2.5244,2.8692,2.6096,2.7044,0.0,9.2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.544,21.1284,298.74,0.4268,300.0,260.0,340.0,86.212,0.8792,3.9752,0.1128,75.148,12.8128,298.856,0.4372,300.0,260.0,340.0,92.092,1.0208,3.9824,0.1204,2.61,3.1072
instance_147,4000.0,80000.0,4000.0,80000.0,0.0,0.0,0.2,1.4944,2.596,0.8,4.0,3.3064,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.408,0.0148,0.0264,14.8604,0.3104,0.2468,0.0,1.4432,12.0112,0.0036,0.964,0.0012,0.0076,11.6088,0.7472,0.066,0.3396,0.0504,0.0812,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,176.528,0.9216,108.0,336.0,232.0,132.0,200.0,144.0,168.0,229.056,0.3904,189.52,318.58,261.144,202.488,240.332,211.896,227.416,0.6528,2.8884,0.0008,2.398,1.3288,0.0872,0.9628,0.2692,0.57,0.0108,2.6292,0.0012,0.0484,0.0208,0.004,0.014,0.006,0.0092,217.584,0.756,757.8,0.35,756.0,696.0,828.0,4.1492,0.9324,3.4196,0.1848,175.54,0.738,768.0,0.2268,764.0,712.0,820.0,1.39,1.86,3.3628,0.0992,1.9056,2.3776
instance_1066,1012000.0,3004000.0,165748.0,1284000.0,20.376,5.3644,0.5168,1.5128,2.7816,0.0,4.0,7.0756,0.0004,1.5156,0.0,0.004,6.4756,0.0,0.484,1.8788,0.0004,8.2416,0.0,0.0512,11.508,0.6768,0.5892,0.0,3.8804,11.066,0.0,9.6688,0.0,0.026,10.078,1.816,0.0004,7.2056,0.0,0.0292,,,,,,,,,,,29.1428,0.248,28.0,32.0,2.3932,1107.2,1.7832,164.0,1960.0,1804.0,260.0,1528.0,884.0,1148.0,43.908,0.5556,33.4776,54.52,53.292,35.122,50.092,39.6964,44.152,2.322,1.6564,0.0,4.0,3.424,0.7008,2.9516,1.8252,2.5148,0.3148,3.0604,0.0,1.7836,0.5848,0.0036,0.4896,0.0988,0.2988,27812.0,4.762,22622.0,5.6568,22622.0,0.0,0.0,9.612,3.6648,5.1924,1.82,10277.6,3.3656,36243.2,2.2392,44436.0,0.0,45912.0,3.0136,5.3164,3.8832,0.6688,0.0776,0.3016
instance_931,4000.0,80000.0,4000.0,80000.0,0.0,0.0,0.2,1.51,2.5804,0.8,4.0,3.3372,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.388,0.0144,0.026,14.6216,0.308,0.2392,0.0,1.2444,11.932,0.004,0.9052,0.0016,0.0068,11.5372,0.78,0.066,0.3276,0.0484,0.0812,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,174.552,0.9012,108.0,320.0,232.0,132.0,188.0,148.0,172.0,231.712,0.3312,175.62,276.8,259.828,209.704,241.0,219.62,231.136,0.6516,2.8364,0.0012,2.3152,1.3136,0.106,0.9516,0.2828,0.5792,0.0108,2.596,0.0016,0.0536,0.0188,0.004,0.014,0.006,0.0088,222.088,0.6668,766.64,0.3124,768.0,708.0,828.0,4.2516,0.8992,3.436,0.1484,179.544,0.8388,766.32,0.3592,768.0,708.0,840.0,1.4336,2.1676,3.3732,0.1848,1.9032,2.394
instance_249,16000.0,67200.0,15584.0,66656.0,0.1068,0.0328,0.9352,1.9704,2.3468,0.0,4.0,2.8312,0.0032,0.2576,0.0032,0.0052,0.6444,0.0,0.0,3.8544,0.0032,1.1676,0.0008,0.0076,10.8684,0.9324,0.698,0.0,4.0,13.504,0.0016,1.6048,0.0,0.0056,9.362,1.998,0.0064,1.1776,0.0016,0.0152,0.0048,0.9944,0.0008,0.0112,11.9244,0.4124,0.9992,0.1736,1.6,9.11,19.9968,0.0232,16.0,20.0,0.0268,239.156,1.1196,108.0,592.0,304.0,176.0,264.0,196.0,228.0,156.196,0.4016,120.156,200.444,177.812,138.332,166.808,144.444,153.544,1.596,2.286,0.0004,4.0,2.8456,0.382,2.2944,0.8456,1.5652,0.3812,2.5888,0.012,2.242,0.7264,0.114,0.5076,0.1932,0.3304,448.92,3.6432,3364.56,0.39,3394.0,3288.0,3488.0,2.5628,1.6228,3.4408,0.722,269.496,0.52,3411.6,0.0992,3408.0,3308.0,3512.0,0.4228,1.0096,3.3264,0.0484,1.0228,1.4644
instance_1469,628000.0,2552000.0,184412.0,1240000.0,9.5892,4.232,0.5948,1.3636,4.1772,0.0,4.0,7.3516,0.0004,2.534,0.0,0.0024,6.268,0.0,2.0132,2.81,0.0004,5.2372,0.0,0.0044,13.8368,0.7416,0.6348,0.0,3.2,13.5608,0.0,5.2708,0.0,0.002,11.1328,2.436,0.0004,4.5292,0.0,0.0044,,,,,,,,,,,76.192,0.4596,64.0,92.0,6.9632,3082.0,0.852,2192.0,3936.0,3936.0,2192.0,3908.0,2384.0,3296.0,46.092,0.7652,33.238,60.488,60.488,33.238,53.12,37.752,48.716,2.1808,2.1728,0.0,4.0,3.566,0.3588,3.2264,1.0884,2.4616,0.1444,5.0152,0.0,1.8068,0.3628,0.0012,0.1792,0.0264,0.0868,79992.0,5.3008,29654.0,5.6568,29654.0,0.0,0.0,31.338,4.7976,11.1176,3.7668,9377.6,0.0916,59232.0,0.0192,59272.0,58872.0,59388.0,2.32,1.3772,3.7916,0.0092,0.1064,0.5736
instance_893,11740.0,75012.0,11388.0,67748.0,0.1236,0.4288,0.6724,1.2296,3.5244,0.0,4.0,10.4264,0.0104,1.5316,0.0028,0.0184,8.592,0.0,0.3,0.3732,0.0104,5.1668,0.0004,0.0792,13.3716,2.3916,0.606,0.0,4.0,10.6556,0.0008,9.572,0.0,0.0188,6.9856,0.514,0.0112,5.5876,0.0004,0.0812,,,,,,,,,,,19.0564,0.3672,16.0,24.0,2.3428,6798.4,0.7,3048.0,8248.0,7936.0,5704.0,7640.0,6544.0,6976.0,69.452,0.3216,56.924,77.968,76.54,62.46,74.352,66.24,71.344,2.9412,0.8044,0.0,4.0,3.4108,2.504,3.308,2.668,3.1084,1.7624,1.2592,0.0,3.9964,1.9988,0.5244,1.996,1.906,1.9832,177.968,1.432,531.0,0.3464,532.0,484.0,584.0,2.8628,2.6628,3.564,0.6416,210.708,0.5384,529.08,0.2692,532.0,484.0,572.0,0.2896,1.9784,3.6024,0.1012,0.9248,2.1368
instance_1614,2084000.0,53600000.0,1932000.0,53200000.0,0.312,0.026,0.1456,2.3332,2.7812,0.0,4.0,5.1372,0.0,15.1816,0.0,0.0552,3.7332,0.0,2.542,3.8352,0.0,53.524,0.0,0.066,17.4224,1.9332,1.0792,0.0,4.0,16.4952,0.0,36.7852,0.0,0.0332,16.9276,3.8272,0.0004,5.2176,0.0,0.0356,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6516,0.8632,0.0,4.0,4.0,2.0,4.0,3.8964,3.9948,0.2292,8.9612,0.0,2.0,0.9648,0.0,0.0956,0.0,0.0048,7240000.0,0.0,0.0,0.0,0.0,0.0,0.0,21714.0,0.0,13.086,0.0,5840000.0,0.0,0.0,0.0,0.0,0.0,0.0,6894.4,0.0,9.2416,0.0,2.436,2.73
instance_809,400.0,8520.0,400.0,8520.0,0.0,0.0,0.1876,1.5392,2.626,0.8,4.0,3.4308,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.3728,0.154,0.2496,13.4464,0.2856,0.2072,0.0,1.04,11.2204,0.0376,0.7564,0.0224,0.0564,10.5252,0.7492,0.1836,0.0496,0.1784,0.186,0.4804,0.22,0.4036,0.5596,16.1564,0.4644,0.2112,0.3796,0.5484,4.106,10.7072,0.6988,8.0,12.0,2.5172,17212.0,0.0372,16936.0,17460.0,17460.0,16936.0,17448.0,17156.0,17188.0,94.116,0.0872,91.556,97.836,97.836,91.556,95.42,92.12,94.968,0.6076,2.5968,0.01,1.9504,1.1876,0.1608,0.8456,0.3332,0.5496,0.0068,2.7108,0.0012,0.0244,0.0128,0.0024,0.0084,0.0036,0.0056,37.3492,1.1024,79.852,0.6624,80.0,64.0,96.0,6.408,1.0348,3.4944,0.322,33.8344,1.144,79.74,0.6876,80.0,64.0,96.0,4.752,1.6948,3.436,0.3228,2.2668,2.8124
instance_563,1244.0,8800.0,1244.0,8800.0,0.0,0.0,0.5656,1.514,3.1576,0.0,4.0,6.4248,0.0568,0.4968,0.0516,0.0772,3.0792,0.0,0.0,0.0,0.0568,0.9896,0.0436,0.1092,5.0836,0.0792,0.1912,0.0,1.0,2.5224,0.0148,0.83,0.0056,0.0236,7.5672,1.0728,0.0156,0.4552,0.0108,0.022,0.0888,0.9184,0.058,0.1508,10.174,1.78,0.604,1.2248,2.6484,11.1828,24.258,0.162,24.0,28.0,0.9568,10318.8,1.5012,2328.0,14180.0,14180.0,2328.0,13688.0,7584.0,11408.0,121.588,1.1456,32.9484,168.716,168.716,32.9484,135.608,123.144,127.732,0.1616,6.4416,0.0,1.5564,0.6348,0.0016,0.1272,0.0148,0.0784,0.4204,0.6884,0.3264,0.6812,0.5248,0.34,0.4524,0.3604,0.4088,96.984,0.5696,197.712,0.4132,196.0,172.0,224.0,6.3164,0.436,3.854,0.128,97.064,0.5648,197.38,0.4176,196.0,172.0,224.0,4.2516,1.6452,3.8596,0.1296,0.8728,2.1088
instance_895,3040.0,174596.0,2880.0,171556.0,0.2224,0.0708,0.0672,3.9692,0.1108,3.3332,4.0,1.0812,0.0184,5.5692,0.0112,0.1944,1.1496,0.0,3.7024,3.7024,0.0184,0.658,0.0116,0.0256,18.9528,0.6936,0.1756,0.292,1.3172,11.4416,0.0104,0.6328,0.0064,0.0152,16.81,3.7024,0.0236,0.7396,0.0136,0.0392,,,,,,,,,,,12.0,0.0,12.0,12.0,0.0,2302.16,3.8992,804.0,8636.0,5844.0,1056.0,1612.0,1164.0,1312.0,208.416,0.5776,180.216,276.244,241.976,181.392,239.292,184.696,193.032,3.1632,0.0872,2.9788,3.3872,3.2516,3.0736,3.208,3.1156,3.1628,0.0,17.8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.288,0.7864,1294.68,0.1696,1296.0,1224.0,1360.0,96.632,0.4524,3.9932,0.002,128.224,17.628,1292.6,0.2776,1296.0,1224.0,1368.0,113.688,0.4332,4.002,0.0692,3.2492,3.73
instance_712,676.0,2248.0,672.0,2244.0,0.024,0.0072,1.198,1.9584,2.316,0.0,4.0,2.2328,0.0712,0.0564,0.0476,0.0716,0.0524,0.0,0.0072,4.0,0.0712,0.0432,0.0712,0.0784,0.2584,0.7988,0.0692,0.0,1.0908,0.4036,0.0356,0.9104,0.0144,0.0572,6.088,1.9964,0.0284,0.0,0.0284,0.0284,0.08,0.36,0.05,0.1,4.1112,1.9756,0.4084,1.524,2.2856,4.4196,32.6708,0.4408,28.0,40.0,5.0692,18682.4,0.1524,17272.0,19192.0,19192.0,17272.0,19072.0,18880.0,18996.0,131.744,0.0776,128.86,135.34,135.34,128.86,133.708,128.98,131.82,1.0376,0.42,0.3904,1.9068,1.0332,1.0304,1.0324,1.032,1.032,0.4408,0.1524,0.2904,0.4436,0.4436,0.4404,0.4436,0.4432,0.4436,35.27,1.5056,126.324,0.5468,124.0,104.0,148.0,3.5944,0.998,3.2792,0.3328,10.9184,2.2492,126.02,0.5504,124.0,104.0,148.0,1.5696,1.5036,2.972,0.2964,0.506,2.2648
