instance,MaxHS,Open.WBO.g,Open.WBO.ms,Open.WBO.ms.pre,QMaxSAT2018,UWrMaxSAT,maxino2018
optic/gen_square_5_399.wcnf,3.7584,3600.0,3600.0,59.0992,3600.0,3.20965,0.702567
packup/apt-cudf-universe0ea62c_l1.wcnf,3.11794,0.10186,0.120945,0.491813,3600.0,0.459159,0.108748
packup/rand196_l2.wcnf,1.53436,0.519566,0.706497,1.05795,20.1442,2.92724,1.56409
packup/rand209_l2.wcnf,1.00737,0.331477,0.414967,0.767587,16.0341,1.24848,0.84439
packup/rand21_l2.wcnf,1.43594,0.674779,1.29885,1.18591,31.095,2.74456,1.50418
packup/rand290_l2.wcnf,1.25068,0.5347,0.705015,1.17803,7.40047,2.4389,1.22978
packup/rand308_l2.wcnf,0.892922,0.275219,0.334176,0.576923,10.7396,0.632191,0.41576
packup/rand313_l2.wcnf,2.043,0.499506,0.615215,0.889708,15.8588,2.33534,1.20279
packup/rand507_l2.wcnf,0.554701,0.270763,0.322495,0.619057,6.63817,0.753939,0.442417
packup/rand7_l2.wcnf,0.944874,0.391365,0.45551,0.766626,6.22738,1.04716,0.698785
packup/rand717_l2.wcnf,1.51508,0.412962,0.549138,0.96688,18.1812,1.89974,1.10254
packup/rand943_l2.wcnf,1.26866,0.389374,0.501683,0.950963,22.8309,1.88879,0.87461
protein_ins/1bpi_.2knt_.g.wcnf.t.wcnf,3600.0,649.424,146.084,388.867,81.0064,438.617,345.597
protein_ins/1bpi_.5pti_.g.wcnf.t.wcnf,3600.0,121.578,77.9995,314.606,27.6125,140.17,265.176
protein_ins/2knt_.5pti_.g.wcnf.t.wcnf,3600.0,139.041,106.921,288.03,66.1723,157.829,373.561
protein_ins/3ebx_.1era_.g.wcnf.t.wcnf,3600.0,588.981,383.597,387.692,114.619,429.866,726.964
protein_ins/p1.wcnf.t.wcnf,3600.0,375.935,177.628,377.572,71.8933,286.264,363.839
pseudoBoolean/normalized-g15x15.opb.msat.wcnf,136.945,37.1665,27.5651,22.853,74.6135,108.156,2608.53
pseudoBoolean/normalized-ssa7552-038.opb.msat.wcnf,3.23101,3.60257,12.5513,3600.0,3.83907,0.739101,24.2
pseudoBoolean/normalized-ssa7552-159.opb.msat.wcnf,2.3911,2.0119,1.98955,3600.0,1.99405,0.54679,0.888556
pseudoBoolean/normalized-ssa7552-160.opb.msat.wcnf,2.60645,2.05031,2.02508,3600.0,2.9035,0.586629,0.509401
railway-transport/pesp_5min.wcnf,3600.0,3600.0,3600.0,3600.0,2280.59,3600.0,3600.0
ramsey/ram_k3_n9.ra0.wcnf,1.1925,1.67675,0.810183,0.966002,3600.0,1.16982,1.17328
reversi/rev66-10.wcnf,3600.0,127.697,111.527,124.238,95.8994,178.408,255.737
reversi/rev66-6.wcnf,43.9106,1.09299,10.0468,9.80925,0.552593,1.64501,2.55022
reversi/rev66-8.wcnf,3600.0,40.7324,3600.0,49.6236,21.5623,47.459,59.6985
rna-alignment/k50-23-49.rna.pre.wcnf,76.0758,44.6359,43.5841,53.513,2.61462,0.709053,62.1341
scheduling/cnf_10_center.wcnf,3600.0,3600.0,2212.12,707.496,1995.84,58.2078,188.389
scheduling/cnf_12_center.wcnf,1785.0,262.944,362.85,128.204,261.365,27.6195,48.0595
SeanSafarpour/c6_DD_s3_f1_e2_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,20.3952,1.53415,1.5976,14.6928,500.854,3600.0,6.08561
SeanSafarpour/dividers9.dimacs.filtered.wcnf,85.1742,0.580974,0.573598,11.118,29.2493,1.3706,1.7183
SeanSafarpour/fpu8-problem.dimacs_24.filtered.wcnf,53.2582,4.76843,124.778,80.1072,164.897,5.01905,4.94412
SeanSafarpour/mem_ctrl1.dimacs.filtered.wcnf,49.6971,9.61649,67.6773,149.894,2405.4,24.3287,69.7166
SeanSafarpour/rsdecoder_fsm1.dimacs.filtered.wcnf,182.677,3.61621,14.2095,29.7492,861.103,8.34531,10.2169
SeanSafarpour/rsdecoder-problem.dimacs_34.filtered.wcnf,53.601,2.48786,157.312,134.941,286.57,6.44714,12.3605
SeanSafarpour/spi-problem.dimacs_42.filtered.wcnf,47.2484,27.5627,27.8579,745.235,1128.05,21.769,171.481
SeanSafarpour/wb_4m8s3.dimacs.filtered.wcnf,24.6622,4.33504,5.05334,31.2801,3600.0,13.289,15.7593
SeanSafarpour/wb1.dimacs.filtered.wcnf,59.3933,1.73701,1.86659,2.53761,3600.0,5.50391,6.88592
set-covering/scpclr10_maxsat.wcnf,16.0153,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
tpr/b14-s_PathRelaxation_FS_25.wcnf,0.121811,0.574673,10.2566,0.450604,36.0706,0.126355,0.067318
tpr/b14-s_PathRelaxation_FS_46.wcnf,0.300311,0.61166,13.5636,0.959285,35.3632,0.125412,0.09271
tpr/b18-s_PathRelaxation_Set_FS_32.wcnf,73.8823,126.613,732.114,118.943,44.5514,23.5683,29.9743
tpr/b21-s_PathRelaxation_FS_47.wcnf,4.43241,48.2313,70.3756,20.0678,136.499,0.46464,0.610806
tpr/b21-s_PathRelaxation_FS_48.wcnf,5.10703,2.56648,17.1526,6.79896,22.1554,0.372997,0.266211
tpr/b21-s_PathRelaxation_Set_FS_31.wcnf,18.6953,56.4809,254.03,91.8185,673.557,2.82002,6.70601
treewidth-computation/TWComp_1dj7_N73.wcnf,3600.0,3600.0,3600.0,3346.87,3600.0,3600.0,3600.0
treewidth-computation/TWComp_1en2_N69.wcnf,457.707,592.986,614.311,414.156,203.371,637.28,315.749
treewidth-computation/TWComp_celar09pp_N67.wcnf,4.43556,18.0618,38.7999,27.5928,0.329371,2.54979,1.86504
treewidth-computation/TWComp_david_N87.wcnf,20.2036,14.8376,90.5709,73.8295,8.90632,29.717,13.4057
treewidth-computation/TWComp_eil51.tsp_N51.wcnf,2799.32,3600.0,1326.76,867.956,324.514,415.473,2833.99
treewidth-computation/TWComp_huck_N74.wcnf,6.97229,18.6739,47.0987,40.1549,0.755755,4.01571,3.37002
treewidth-computation/TWComp_mulsol.i.5-pp_N119.wcnf,1214.11,3600.0,1156.87,1145.85,158.97,1348.82,1592.99
treewidth-computation/TWComp_myciel4_N23.wcnf,10.6613,13.8822,49.548,27.2494,8.54971,14.8465,10.2351
treewidth-computation/TWComp_ship-ship-pp_N30.wcnf,197.782,44.4906,76.1989,56.4927,31.8531,50.1595,35.1886
treewidth-computation/TWComp_win95pts_N76.wcnf,7.92135,1.75153,30.3553,35.7238,1.3004,4.74508,4.09362
uaq/uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,15.0233,2.57001,7.58903,4.02853,12.3054,0.772938,5.37814
uaq/uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf,1620.9,105.223,121.278,39.8783,587.634,37.9179,192.41
uaq/uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf,57.2636,942.012,487.929,147.583,3600.0,8.00319,41.4547
uaq/uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf,1069.07,154.886,136.078,36.7999,193.705,9.42942,110.018
uaq/uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,3600.0,2832.92,1408.13,274.252,3600.0,299.859,3600.0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,3600.0,3600.0,1509.87,710.95,3600.0,3600.0,3600.0
uaq/uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf,192.984,30.3545,61.1873,91.3908,28.295,101.757,94.2422
uaq/uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf,3.77893,5.06811,12.4895,6.09656,12.3171,5.11337,13.454
vpa/UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafety.c_Abstraction1.wcnf,0.336435,0.169182,0.174107,0.773596,1.70939,0.493518,0.144462
vpa/UAutomizer_c.03-alloca_true-termination_true-no-overflow.c.i_Abstraction3.wcnf,0.379362,0.192092,0.196322,0.867542,2.14379,0.564275,0.174074
vpa/UAutomizer_cstrpbrk_diffterm_alloca_true-termination.c.i_Abstraction4.wcnf,0.10962,0.056791,0.05871,0.233319,3600.0,0.161343,0.038408
vpa/UAutomizer_ll_append-alloca_false-termination.c.i_Abstraction1.wcnf,0.336725,0.174456,0.17527,0.771887,1.32361,0.493806,0.160649
wqueens/wqueens16_14.wcsp.dir.wcnf,203.656,0.115565,9.58531,7.88618,0.083382,0.984735,0.224575
xai-mindset2/house-votes-84.wcnf,3600.0,57.3357,68.5163,80.5993,107.513,3600.0,3600.0
xai-mindset2/lupus.wcnf,2.97072,1.80619,13.973,8.49703,739.373,1.22681,1.2658
xai-mindset2/tae.wcnf,3600.0,3600.0,3600.0,306.999,3600.0,287.793,473.768
