instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24
instance_597,296.42,18000.0,385.72,18000.0,362.94,28.37,18000.0,18000.0,320.01,18000.0,29.36,18000.0,18000.0,18000.0,120.21,18000.0,18000.0,174.51,0.44,174.34,18000.0,18000.0,18000.0,18000.0
instance_472,17.02,18000.0,25.8,18000.0,26.08,5.66,18000.0,48.09,175.05,186.71,5.83,18000.0,18000.0,18000.0,4.87,75.64,48.34,29.6,0.1,29.54,18000.0,116.98,18000.0,18000.0
instance_524,4.26,18000.0,5.78,18000.0,18000.0,0.25,5.43,8.64,18000.0,10.51,0.28,0.11,18000.0,0.11,3.86,8.63,8.62,13.46,0.23,14.05,18000.0,0.47,0.11,0.11
instance_662,18000.0,220.79,18000.0,178.62,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_447,18000.0,315.49,202.93,300.21,31.72,8.1,1.57,5.48,1.21,10.02,8.35,1.51,18000.0,1.09,1.44,5.51,5.51,20.11,15.27,22.98,18000.0,9.93,1.25,1.22
instance_200,0.01,0.17,0.14,18000.0,0.14,18000.0,0.01,0.03,0.78,0.31,18000.0,0.02,0.1,0.06,0.01,0.05,0.04,0.14,18000.0,0.14,0.08,0.15,0.06,0.06
instance_6,0.27,533.34,1.45,122.38,0.71,0.54,0.12,0.15,541.1,0.61,0.48,0.11,1.27,0.26,6.65,0.3,0.16,0.51,0.03,0.68,1.21,0.22,0.26,0.26
instance_578,0.01,0.09,0.06,7.21,0.06,0.2,0.01,0.03,0.06,0.11,0.22,18000.0,0.31,0.01,0.01,0.04,0.04,0.05,0.03,0.06,0.24,0.15,0.01,0.01
instance_626,0.02,18000.0,0.21,8.39,0.2,0.28,0.02,0.05,0.04,0.31,1.83,0.61,434.35,0.06,0.02,0.06,0.06,0.21,0.03,0.2,435.96,0.17,0.05,0.06
instance_49,0.01,0.08,0.05,0.67,0.05,1.67,0.0,0.03,0.0,0.11,1.9,2.71,0.02,0.02,0.0,0.04,0.04,0.05,0.02,0.09,0.03,0.03,0.02,0.02
instance_583,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_26,18000.0,18000.0,448.9,18000.0,18000.0,18000.0,18000.0,63.34,18000.0,18000.0,18000.0,587.42,18000.0,18000.0,18000.0,66.84,62.91,13.99,15.77,15.8,18000.0,578.87,18000.0,18000.0
instance_517,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,10.55,7.11,91.22,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,32.63,18000.0,18000.0,18000.0,18000.0
instance_214,0.04,18000.0,0.2,16.2,0.2,7.78,0.04,0.12,0.04,0.12,7.91,0.21,0.12,0.12,0.04,0.13,0.14,0.2,0.47,0.19,0.05,0.02,0.12,0.12
instance_569,0.09,3.01,0.39,6.11,0.37,0.29,0.1,0.14,0.14,0.51,0.29,1.71,149.08,0.42,0.08,0.15,0.15,0.42,0.04,0.42,149.28,0.28,0.4,0.38
instance_202,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,41.5,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_89,18000.0,18000.0,18000.0,18000.0,18000.0,9.17,18000.0,18000.0,18000.0,18000.0,9.4,4.01,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_31,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,15.97,18000.0,20.24,18000.0,24.45,18000.0,18000.0
instance_767,0.01,0.16,0.13,151.9,0.13,0.48,0.01,0.04,0.81,0.31,0.54,18000.0,7.36,0.03,0.01,0.05,0.05,0.13,0.08,0.14,7.24,0.84,0.03,0.03
instance_689,18000.0,18000.0,18000.0,18000.0,18000.0,72.26,18000.0,18000.0,18000.0,18000.0,73.11,18000.0,18000.0,18000.0,209.58,18000.0,18000.0,18000.0,286.19,18000.0,18000.0,18000.0,18000.0,18000.0
instance_461,0.07,18000.0,1.91,2.67,1.94,46.25,0.07,0.12,0.5,0.02,43.19,0.21,0.22,0.09,0.07,0.13,0.13,1.92,0.13,1.91,0.13,0.01,0.09,0.09
instance_330,38.86,18000.0,18000.0,18000.0,18000.0,2.56,18000.0,18000.0,96.9,3.51,104.86,0.41,18000.0,0.27,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.27,0.27
instance_589,18000.0,217.15,18000.0,18000.0,18000.0,18000.0,1.78,18000.0,8.52,18000.0,7.72,18000.0,18000.0,18000.0,1.62,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_206,1.16,19.84,19.74,18000.0,19.76,199.34,1.21,4.91,22.92,10.51,334.32,12.12,18000.0,18000.0,1.12,4.92,4.94,20.11,68.19,20.78,18000.0,10.45,18000.0,18000.0
instance_450,18000.0,18000.0,18000.0,18000.0,18000.0,71.29,18000.0,18000.0,18000.0,18000.0,76.33,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,81.91,18000.0,18000.0,18000.0,18000.0,18000.0
instance_286,7.56,470.08,34.17,18000.0,22.38,18000.0,2.34,13.39,18000.0,24.13,18000.0,0.51,33.28,9.29,2.06,21.39,13.47,30.64,18000.0,31.03,35.94,13.01,14.09,111.56
instance_141,18000.0,18000.0,18000.0,18000.0,18000.0,122.56,18000.0,18000.0,18000.0,18000.0,126.75,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.95,18000.0,18000.0,18000.0,18000.0,18000.0
instance_437,0.0,0.04,0.0,0.07,0.01,0.08,0.0,0.02,0.0,0.02,0.09,0.03,0.01,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0
instance_276,1.9,18000.0,8.75,18000.0,8.31,168.27,1.9,4.18,3.25,0.81,165.85,9.61,19.71,20.5,1.9,4.25,4.24,8.37,101.91,8.21,1.65,0.74,20.5,20.51
instance_105,0.05,1.89,0.41,2.39,0.41,0.33,0.05,0.13,0.09,0.51,0.35,0.08,0.13,0.08,0.05,0.19,0.14,0.41,0.02,0.42,0.13,0.08,0.08,0.08
instance_377,1.13,3.59,2.81,11.33,2.73,3.96,1.14,0.99,18000.0,2.91,4.51,0.11,8.61,6.96,1.11,1.0,1.0,2.84,18000.0,2.74,6.93,2.9,6.96,6.97
instance_749,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_502,65.74,18000.0,146.5,18000.0,97.45,12.88,18000.0,18000.0,132.35,486.51,13.81,18000.0,18000.0,18000.0,24.22,18000.0,18000.0,77.76,0.18,78.6,18000.0,18000.0,18000.0,18000.0
instance_370,6.75,18000.0,15.23,18000.0,18000.0,0.7,2.15,18000.0,1.55,2.61,0.69,0.1,7.43,0.14,0.35,18000.0,18000.0,4.36,18000.0,4.46,7.38,372.41,0.14,0.15
instance_68,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_361,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,158.16,18000.0,18000.0,18000.0,18000.0
instance_641,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,4.39,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_197,0.01,0.1,0.07,1.14,0.07,3.02,0.01,0.04,0.01,0.11,8.2,15.81,0.03,0.02,0.01,0.05,0.05,0.07,0.03,0.11,0.05,0.04,0.02,0.02
instance_748,18000.0,18000.0,18000.0,138.93,18000.0,18000.0,18000.0,18000.0,185.42,18000.0,18000.0,18000.0,18000.0,18000.0,0.38,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_594,22.67,1.53,14.93,4.56,9.32,18000.0,0.06,28.89,2.83,48.51,6.65,230.11,18000.0,36.79,0.05,27.35,26.83,6.09,18000.0,6.13,18000.0,44.27,36.33,29.84
instance_656,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_420,25.57,18000.0,18.67,18000.0,89.58,4.99,4.42,4.34,18000.0,28.31,19.46,3.81,18000.0,18000.0,26.15,6.44,4.76,5.98,0.27,6.32,18000.0,25.85,18000.0,18000.0
instance_576,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.64,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,34.23,18000.0,18000.0,18000.0,18000.0,18000.0
instance_61,0.0,18000.0,0.03,2.51,0.03,0.14,0.0,0.02,0.03,0.08,0.15,0.02,0.04,0.01,0.0,0.03,0.04,0.03,0.02,0.04,0.04,0.06,0.01,0.01
instance_95,0.07,3.83,0.4,3.64,0.38,0.26,0.07,0.48,0.14,0.51,0.26,0.07,0.24,0.04,0.06,1.15,0.51,0.59,0.02,31.29,0.23,0.13,0.03,0.04
instance_752,0.01,18000.0,0.07,0.15,0.07,0.27,0.01,0.03,0.0,0.09,0.27,0.09,18000.0,0.02,0.01,0.04,0.04,0.06,0.01,0.07,18000.0,0.03,0.02,0.02
instance_745,0.01,0.14,0.11,18000.0,0.12,4.87,0.01,0.05,0.02,0.11,0.18,18000.0,18000.0,0.03,0.01,0.04,0.04,0.11,18000.0,0.11,18000.0,0.14,0.03,0.03
instance_550,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,260.61,18000.0,18000.0,46.01,18000.0,18000.0,18000.0,18000.0,2.25,18000.0,18000.0,124.13,0.72,127.66,18000.0,18000.0,18000.0,18000.0
instance_264,176.95,18000.0,328.03,18000.0,418.03,51.73,18000.0,18000.0,18000.0,18000.0,172.89,18000.0,18000.0,18000.0,227.74,18000.0,18000.0,170.43,0.2,179.54,18000.0,18000.0,18000.0,18000.0
instance_582,0.13,132.88,2.2,137.86,0.99,0.37,0.1,0.15,43.82,0.51,0.43,0.05,0.83,0.21,0.09,0.3,0.16,0.41,0.03,0.51,0.76,0.15,0.21,0.21
instance_66,18000.0,18000.0,108.65,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,561.41,18000.0,239.61,18000.0,15.01,1.5,18000.0,18000.0,56.62,0.49,58.8,18000.0,18000.0,34.86,18000.0
instance_771,3.97,18000.0,152.82,18000.0,18000.0,2.02,18000.0,18000.0,52.57,6.81,1.79,4.21,18000.0,0.29,128.73,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.28,0.29
instance_51,18000.0,18.69,330.97,22.13,18000.0,18000.0,18000.0,18000.0,5.55,18000.0,18000.0,18000.0,18000.0,18000.0,2.96,418.03,18000.0,54.3,3.47,24.83,18000.0,18000.0,18000.0,18000.0
instance_481,18000.0,18000.0,18000.0,18000.0,18000.0,4.18,18000.0,18000.0,9.72,7.51,4.39,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_598,0.02,18000.0,0.11,100.38,0.12,0.22,0.02,0.04,0.14,0.21,0.3,0.04,25.54,0.02,0.02,0.05,0.05,0.11,0.02,0.12,25.99,0.08,0.02,0.02
instance_500,0.03,0.2,0.13,2.57,0.13,0.31,0.04,0.13,0.01,0.21,0.14,0.11,0.29,0.02,0.03,0.14,0.14,0.13,0.13,0.14,0.29,0.04,0.03,0.02
instance_572,95.41,18000.0,128.73,18000.0,147.67,22.52,18000.0,122.67,18000.0,99.61,21.89,18000.0,18000.0,18000.0,16.0,218.01,123.05,18000.0,0.21,18000.0,18000.0,18000.0,18000.0,18000.0
instance_371,0.03,18000.0,0.22,18000.0,0.21,0.62,0.03,0.05,0.32,0.31,0.73,18000.0,9.55,18000.0,0.03,0.06,0.06,0.21,0.05,0.21,9.36,18000.0,18000.0,18000.0
instance_278,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.7,18000.0,18000.0,18000.0,18000.0,18000.0
instance_300,22.65,18000.0,72.01,18000.0,68.69,0.59,22.59,431.88,11.68,32.51,0.6,18000.0,341.23,18000.0,22.67,564.03,428.21,103.71,0.03,104.25,393.05,12.82,18000.0,18000.0
instance_50,0.56,18000.0,2.58,18000.0,2.56,41.42,0.55,1.25,0.78,0.31,40.95,2.91,2.55,2.63,0.55,1.26,1.24,2.57,2.59,2.49,0.55,0.23,2.61,2.63
instance_187,0.13,18000.0,0.51,47.28,0.5,183.39,0.13,0.29,0.94,0.11,183.01,0.61,1.23,1.32,0.13,0.3,0.3,0.48,1.39,0.49,0.11,0.06,1.3,1.32
instance_69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,31.81,18000.0,18000.0,221.41,93.34,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,133.85,18000.0,135.59,18000.0,102.16,18000.0,18000.0
instance_23,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_412,0.67,18000.0,2.87,18000.0,2.87,88.34,0.67,1.6,2.08,0.41,88.64,3.22,4.27,4.79,0.67,1.59,1.59,2.7,2.02,2.69,0.68,0.3,4.73,4.77
instance_762,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_250,0.03,18000.0,0.2,18000.0,0.2,0.38,0.03,0.05,0.33,0.31,0.46,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.2,0.04,0.2,18000.0,18000.0,18000.0,18000.0
instance_267,9.07,12.97,9.67,3.91,87.07,3.77,0.1,0.86,0.05,3.71,1.62,33.91,18000.0,0.41,0.07,0.8,0.66,0.46,0.18,0.51,18000.0,3.42,0.17,0.37
instance_474,39.84,18000.0,70.14,18000.0,63.46,7.61,18000.0,121.87,314.04,242.71,8.48,18000.0,18000.0,18000.0,22.65,309.58,117.93,86.75,0.18,86.48,18000.0,324.52,18000.0,18000.0
instance_238,0.03,18000.0,0.23,18000.0,0.21,0.4,0.03,0.05,0.35,0.31,0.57,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.21,0.04,0.22,18000.0,18000.0,18000.0,18000.0
instance_822,18000.0,119.69,2.25,18000.0,41.48,1.01,18000.0,18000.0,4.4,2.41,1.12,0.11,18000.0,0.18,0.29,18000.0,18000.0,2.52,3.13,2.73,18000.0,0.99,0.22,0.18
instance_269,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_124,18000.0,18000.0,18000.0,18000.0,18000.0,1.36,18000.0,18000.0,8.68,18000.0,72.18,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_549,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.06,409.81,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,105.83,18000.0,105.88,18000.0,18000.0,18000.0,18000.0
instance_465,18000.0,18000.0,18000.0,18000.0,18000.0,2.92,18000.0,18000.0,18000.0,18000.0,3.04,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_636,0.04,18000.0,0.31,18000.0,0.32,0.73,0.04,0.07,0.41,0.41,0.9,0.07,18000.0,0.04,0.04,0.08,0.08,0.31,0.06,0.32,18000.0,0.17,0.04,0.04
instance_306,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_523,0.03,18000.0,0.68,1.1,0.68,4.41,0.03,0.06,0.12,0.02,4.61,0.11,0.07,0.03,0.03,0.07,0.07,0.67,0.06,0.68,0.03,0.01,0.03,0.03
instance_100,18000.0,18000.0,209.8,18000.0,586.84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,491.9,18000.0,18000.0,18000.0,18000.0,9.03,18000.0,11.25,483.29,8.22,18000.0,18000.0
instance_3,453.86,18000.0,224.65,18000.0,271.21,108.86,122.08,8.13,18000.0,14.91,18000.0,14.71,18000.0,22.37,48.15,13.78,7.87,22.67,18000.0,23.21,18000.0,15.74,22.49,24.94
instance_231,0.08,0.53,0.52,18000.0,0.5,18000.0,0.08,0.47,16.83,0.71,18000.0,18000.0,18000.0,18000.0,0.08,0.46,0.46,0.49,192.96,0.5,18000.0,15.6,18000.0,18000.0
instance_77,0.03,18000.0,0.23,18000.0,0.24,0.61,0.03,0.05,0.36,0.31,0.87,18000.0,12.04,18000.0,0.03,0.06,0.06,0.22,0.05,0.24,11.77,18000.0,18000.0,18000.0
instance_244,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_242,0.6,16.3,18000.0,32.22,18000.0,8.53,0.6,0.48,1.17,1.22,8.71,0.31,18000.0,1.19,0.6,0.49,0.49,13.55,0.43,13.22,18000.0,1.2,1.18,1.19
instance_513,0.0,0.07,0.03,0.32,0.03,0.3,0.0,0.03,0.07,0.08,0.31,0.02,0.01,0.01,0.0,0.04,0.04,0.03,0.08,0.03,0.0,0.02,0.01,0.01
instance_427,0.0,0.04,0.01,0.06,0.01,0.09,0.0,0.02,0.0,0.02,0.1,0.02,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.02,0.0,0.01,0.0,0.0
instance_445,0.0,18000.0,0.0,0.06,0.0,0.07,0.0,0.02,0.0,0.02,0.07,0.12,0.03,0.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.0,0.0,0.0
instance_382,0.1,18000.0,0.42,27.83,0.4,1.34,0.1,0.16,1.26,0.71,63.03,85.11,18000.0,20.02,0.1,0.18,0.17,0.39,0.05,0.4,18000.0,246.8,13.99,20.11
instance_38,0.0,18000.0,0.02,0.75,0.02,0.1,0.0,0.04,0.0,0.12,0.16,0.02,0.01,0.01,0.0,0.04,0.03,0.02,0.01,0.03,0.0,0.02,0.01,0.0
instance_389,0.0,18000.0,0.01,0.38,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.04,0.03,0.01,0.01,0.01,0.0,0.01,0.0,0.0
instance_45,0.01,2.3,0.12,4.1,0.12,0.32,0.01,0.09,0.01,0.21,0.46,0.02,0.33,0.01,0.01,0.18,0.1,0.16,0.08,0.14,0.33,0.03,0.01,0.01
instance_137,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,61.8,18000.0,18000.0,18000.0,18000.0
instance_612,397.23,18000.0,473.52,18000.0,18000.0,35.27,18000.0,18000.0,18000.0,18000.0,37.06,18000.0,18000.0,18000.0,120.73,18000.0,18000.0,163.65,0.45,226.41,18000.0,18000.0,18000.0,18000.0
instance_735,0.26,18000.0,14.63,11.93,13.79,11.72,0.26,0.24,5.33,0.1,12.67,0.71,2.81,0.59,0.26,0.25,0.25,13.78,0.85,17.67,2.6,0.04,0.6,0.59
instance_132,260.44,18000.0,314.36,18000.0,532.0,34.21,18000.0,18000.0,18000.0,18000.0,78.96,18000.0,18000.0,18000.0,161.54,18000.0,18000.0,184.3,0.17,182.67,18000.0,18000.0,18000.0,18000.0
instance_621,18000.0,18000.0,514.82,18000.0,534.71,49.87,18000.0,19.94,2.91,49.31,18000.0,77.02,18000.0,59.94,146.1,19.1,19.3,17.53,18000.0,29.6,18000.0,122.85,72.05,66.31
instance_509,0.0,0.04,0.0,0.05,0.0,0.09,0.0,0.02,0.0,0.02,0.09,0.02,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_700,0.44,2.36,0.91,18000.0,0.66,1.4,0.17,0.24,351.54,0.91,2.24,0.11,2.55,0.83,0.16,0.36,0.25,0.62,13.8,0.7,2.48,0.37,0.79,0.79
instance_87,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,19.5,18000.0,199.69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,41.74,18000.0,18000.0,18000.0,18000.0
instance_393,59.75,18000.0,82.04,18000.0,137.64,9.85,18000.0,18000.0,284.32,18000.0,11.07,18000.0,18000.0,18000.0,15.34,18000.0,18000.0,104.53,0.26,104.77,18000.0,18000.0,18000.0,18000.0
instance_119,0.0,0.05,0.02,0.17,0.02,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.03,0.04,0.02,0.0,0.02,0.0,0.01,0.0,0.0
instance_459,0.08,0.73,0.73,18000.0,1.48,2.71,0.08,0.11,1.13,1.01,2.85,18000.0,18000.0,18000.0,0.08,0.13,0.13,0.7,0.13,0.71,18000.0,18000.0,18000.0,18000.0
instance_220,0.47,18000.0,1.27,18000.0,0.88,0.91,0.14,0.2,18000.0,0.91,3.22,0.08,3.97,0.65,37.18,0.39,0.21,0.67,0.05,0.92,3.84,0.35,0.65,0.65
instance_659,0.01,18000.0,0.14,97.82,0.15,0.53,0.01,0.04,0.91,0.31,0.63,0.1,9.1,0.03,0.01,0.05,0.05,0.14,0.08,0.15,9.24,0.94,0.03,0.03
instance_166,0.0,18000.0,0.01,0.09,0.0,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.06,0.01,0.0,0.0,0.0,0.0
instance_212,7.39,18000.0,246.94,18000.0,239.48,18000.0,7.43,5.73,18000.0,56.41,18000.0,18000.0,18000.0,7.96,7.42,5.76,5.73,172.31,18000.0,177.47,18000.0,18000.0,10.04,10.12
instance_279,0.1,18000.0,0.42,23.95,0.41,9.76,0.1,0.23,0.71,0.1,10.01,0.41,1.04,1.08,0.1,0.24,0.24,0.4,0.97,0.39,0.09,0.05,1.08,1.08
instance_693,0.15,5.36,0.76,18000.0,0.62,0.31,0.11,0.32,0.56,0.71,0.32,503.91,18000.0,0.05,0.1,0.68,0.33,0.59,0.05,0.67,18000.0,356.46,0.05,0.05
instance_567,4.74,18000.0,46.99,18000.0,51.95,18000.0,4.7,3.23,18000.0,44.71,18000.0,18000.0,18000.0,4.14,4.71,3.23,3.23,46.54,181.26,46.84,18000.0,18000.0,5.71,5.69
instance_564,0.07,0.54,0.49,18000.0,0.47,1.06,0.07,0.07,0.66,0.61,1.38,18000.0,18000.0,18000.0,0.07,0.09,0.09,0.49,0.06,0.5,18000.0,18000.0,18000.0,18000.0
instance_280,41.61,18000.0,37.29,18000.0,38.91,4.46,18000.0,234.33,18000.0,19.61,4.54,18000.0,18000.0,50.09,33.21,270.48,232.37,39.92,0.07,40.04,18000.0,179.16,46.7,42.13
instance_718,9.69,18000.0,15.41,18000.0,17.07,3.39,18000.0,75.13,149.62,5.91,3.5,18000.0,505.23,31.24,5.87,140.43,74.91,20.18,0.04,20.17,521.66,6.11,31.32,31.27
instance_665,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,19.44,18000.0,173.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,39.31,18000.0,18000.0,18000.0,18000.0
instance_518,0.66,83.07,6.18,122.78,8.2,3.65,0.57,2.29,9.22,4.32,3.86,0.11,4.26,28.14,0.56,3.82,2.31,4.84,0.24,5.22,4.38,1.08,0.86,2.22
instance_73,0.18,18000.0,0.04,0.57,0.04,0.16,0.04,0.02,0.12,0.21,0.3,0.02,0.01,0.0,0.03,0.04,0.04,0.03,0.04,0.04,0.01,0.08,0.0,0.0
instance_98,0.0,18000.0,0.04,1.32,0.04,0.1,0.0,0.02,0.0,0.06,0.2,0.02,0.03,0.01,0.0,0.04,0.03,0.04,0.01,0.05,0.02,0.04,0.01,0.01
instance_27,0.02,18000.0,0.15,20.59,0.15,0.36,0.02,0.04,0.19,0.21,0.45,46.71,12.21,18000.0,0.02,0.05,0.05,0.14,0.04,0.15,12.13,1.06,18000.0,18000.0
instance_581,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,36.04,18000.0,18000.0,18000.0,18000.0
instance_593,0.03,18000.0,0.26,18000.0,0.27,0.49,0.03,0.05,0.47,0.42,0.64,18000.0,18000.0,18000.0,0.03,0.06,0.07,0.27,0.04,0.27,18000.0,18000.0,18000.0,18000.0
instance_692,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,40.59,18000.0,18000.0,18000.0,18000.0
instance_542,0.0,0.04,0.01,0.06,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0
instance_263,0.14,1.03,1.04,18000.0,1.0,2.08,0.14,0.12,1.22,1.01,3.06,18000.0,18000.0,18000.0,0.14,0.13,0.13,0.99,0.1,1.0,18000.0,18000.0,18000.0,18000.0
instance_395,0.0,0.09,0.04,0.15,0.04,0.15,0.0,0.03,0.0,0.11,0.18,0.02,0.01,0.0,0.0,0.04,0.05,0.04,0.01,0.04,0.0,0.01,0.01,0.0
instance_107,50.13,18000.0,137.41,18000.0,81.67,18000.0,79.07,33.55,18000.0,384.71,18000.0,30.72,18000.0,35.41,22.93,40.6,33.87,67.76,15.15,68.13,18000.0,100.41,34.9,35.62
instance_519,27.08,62.79,169.98,67.43,8.89,49.44,36.54,498.23,0.67,482.01,442.64,310.41,18000.0,18000.0,46.09,18000.0,488.29,90.33,18000.0,14.89,18000.0,0.61,18000.0,18000.0
